1#NULL
2#NULL
3#NULL
4#848.9,694.4;884.2,588.5;990.1,606.2;976.9,628.2;946.0,769.4;990.1,848.8;985.7,619.4;906.3,473.8;910.7,487.0;901.9,407.6;879.8,350.2;919.5,407.6;946.0,451.7;866.6,487.0;791.6,478.2;765.1,420.8
5#843.3,694.4;859.8,582.9;946.5,599.4;954.8,624.2;938.3,760.4;981.6,832.7;950.6,611.8;888.7,467.3;888.7,467.3;797.9,384.7;880.5,355.8;921.7,405.4;901.1,463.2;855.7,479.7;781.4,479.7;760.7,421.9
6#831.5,698.0;835.8,586.4;934.5,603.6;913.1,616.4;917.3,749.5;960.3,839.6;917.3,603.6;874.4,431.9;861.6,440.5;807.9,305.3;762.9,427.6;775.7,483.4;848.7,449.1;840.1,457.7;930.2,406.2;870.1,341.8
7#827.3,709.2;825.2,598.1;911.6,600.3;882.9,611.3;869.4,727.1;918.3,819.2;891.7,600.3;852.1,431.5;840.5,438.9;792.5,312.4;764.2,418.4;782.9,468.8;838.0,443.4;815.2,455.9;879.9,412.9;827.8,355.4
8#823.0,720.4;814.7,609.9;888.6,597.1;852.8,606.2;821.6,704.7;876.2,798.7;866.0,597.1;829.7,431.1;819.4,437.2;777.1,319.6;765.5,409.2;790.0,454.2;827.3,437.7;790.4,454.1;829.6,419.6;785.6,369.0
9#818.8,731.6;804.1,621.6;865.7,593.8;822.6,601.1;773.7,682.3;834.2,778.3;840.4,593.8;807.4,430.7;798.3,435.6;761.7,326.7;766.8,400.0;797.2,439.6;816.6,432.0;765.5,452.3;779.3,426.3;743.3,382.6
10#814.5,742.7;793.6,633.3;842.7,590.5;792.5,596.0;725.8,659.9;792.2,757.8;814.8,590.5;785.0,430.2;777.3,433.9;746.2,333.8;768.0,390.7;804.3,424.9;806.0,426.2;740.7,450.4;729.1,432.9;701.0,396.2
11#810.3,753.9;783.0,645.0;819.8,587.2;762.3,590.9;677.9,637.5;750.2,737.4;789.2,587.2;762.7,429.8;756.2,432.3;730.8,340.9;769.3,381.5;811.5,410.3;795.3,420.5;715.8,448.6;678.8,439.6;658.7,409.8
12#806.0,765.1;772.5,656.8;796.8,584.0;732.2,585.8;630.1,615.1;708.1,716.9;763.5,584.0;740.3,429.4;735.1,430.6;715.4,348.1;770.6,372.3;818.6,395.7;784.6,414.8;691.0,446.8;628.5,446.3;616.5,423.4
13#801.8,776.3;761.9,668.5;773.9,580.7;702.0,580.7;582.2,592.7;666.1,696.5;737.9,580.7;718.0,429.0;714.0,429.0;700.0,355.2;771.9,363.1;825.8,381.1;773.9,409.1;666.1,445.0;578.2,453.0;574.2,437.0
14#797.9,804.9;754.8,687.4;735.2,585.7;668.7,581.8;539.5,573.9;606.1,679.6;700.0,581.8;696.1,429.1;696.1,425.2;743.1,335.2;702.0,317.6;770.5,354.7;754.8,417.4;645.2,444.8;543.4,421.3;566.9,343.0
15#547.2,666.2;513.1,552.7;706.0,579.2;645.5,579.2;509.4,552.7;547.2,658.6;672.0,579.2;664.4,594.3;594.4,271.0;566.1,322.1;528.3,318.3;724.9,696.4;713.5,609.5;600.1,439.3;539.6,401.5;532.0,322.1
16#500.2,656.2;486.2,540.7;682.3,544.2;612.3,505.6;482.7,540.7;503.7,656.2;647.3,533.7;587.7,337.5;598.3,320.0;593.0,286.8;521.2,348.1;514.2,418.1;531.7,320.0;647.3,337.5;514.2,418.1;521.2,344.6
17#466.1,660.7;462.9,540.1;637.5,546.4;574.0,536.9;466.1,540.1;469.2,657.5;599.4,543.3;580.3,390.9;580.3,368.7;572.4,351.2;623.2,357.6;647.0,419.5;634.3,387.7;539.1,394.1;491.5,448.1;516.8,384.6
18#442.9,662.3;439.8,546.5;608.8,540.2;540.0,518.3;514.9,627.9;612.0,640.4;568.1,537.1;577.5,433.8;577.5,415.0;572.8,347.7;521.2,411.9;493.0,465.1;533.7,421.2;630.8,458.8;637.0,440.0;615.1,368.0
19#418.3,661.7;415.5,542.8;582.5,576.8;508.9,545.7;418.3,542.8;418.3,661.7;545.7,562.6;557.0,452.3;562.7,432.5;583.9,371.6;613.6,392.8;624.9,457.9;588.1,474.9;528.7,426.8;472.1,494.7;514.6,443.8
20#589.5,416.4;602.6,475.1;540.6,592.6;488.4,569.8;400.2,533.9;393.7,657.9;511.2,579.6;514.5,514.3;514.5,494.7;508.0,422.9;602.6,422.9;605.9,478.4;563.4,638.3;465.5,540.4;452.5,491.5;397.0,648.1
21#469.5,739.1;558.8,639.9;482.7,649.8;423.2,636.6;383.5,527.5;373.6,649.8;456.3,636.6;482.7,504.3;486.0,494.4;496.0,421.6;598.5,438.2;588.5,494.4;532.3,501.0;433.1,494.4;423.2,501.0;373.6,610.1
22#446.0,762.4;516.6,645.9;456.6,638.9;382.5,614.2;463.6,628.3;368.4,642.4;421.3,624.8;463.6,501.2;467.2,497.7;483.1,418.3;597.8,458.9;573.1,511.8;516.6,504.8;410.7,487.1;361.3,522.4;357.8,614.2
23#432.4,786.6;473.7,666.1;453.1,631.6;380.8,614.4;353.2,549.0;356.6,666.1;422.1,617.8;453.1,490.4;456.5,487.0;472.0,437.1;580.5,483.6;556.4,524.9;504.7,504.2;398.0,483.6;332.5,462.9;384.2,456.0
24#432.7,802.8;450.8,698.2;432.7,633.3;364.2,615.2;346.2,590.0;346.2,687.4;400.3,626.0;443.6,489.0;443.6,478.1;467.0,425.8;569.8,510.6;544.6,535.9;494.1,496.2;389.4,470.9;320.9,452.9;344.3,433.0
