1#849.6,818.5;826.3,720.7;863.5,613.5;835.6,627.5;807.6,725.3;840.2,823.2;849.6,618.1;784.3,506.3;789.0,511.0;765.7,445.7;714.4,366.5;765.7,408.4;812.3,487.7;756.3,515.6;686.4,478.3;663.1,427.1
2#848.7,822.7;820.4,728.2;858.2,614.8;820.4,628.9;801.4,728.2;839.3,827.5;839.3,619.5;777.8,506.0;782.5,510.8;763.6,444.6;716.4,369.0;754.2,411.5;810.9,491.9;749.5,515.5;683.3,477.7;664.4,425.7
3#839.7,816.4;806.7,717.5;849.1,609.3;806.7,618.7;797.3,726.9;830.3,825.8;825.5,618.7;773.8,496.3;769.1,505.7;759.6,439.8;712.6,364.5;754.9,411.6;802.0,491.6;740.8,510.4;679.6,477.5;660.8,425.7
4#815.1,805.7;792.1,709.2;833.5,608.0;792.1,617.2;778.3,723.0;815.1,814.9;810.5,617.2;764.5,493.1;764.5,497.7;746.1,433.3;713.9,368.9;764.5,419.5;796.7,479.3;732.3,506.9;672.5,479.3;663.3,424.1
5#787.2,772.8;763.1,696.4;815.4,599.8;771.2,603.8;743.0,696.4;779.2,788.9;791.3,603.8;755.1,479.1;755.1,479.1;734.9,418.7;726.9,430.8;759.1,459.0;791.3,467.0;718.8,491.2;666.5,479.1;662.5,426.8
6#753.1,743.2;732.2,663.2;794.8,583.3;753.1,590.3;707.9,663.2;749.6,760.5;770.4,586.8;746.1,468.7;742.6,465.2;718.3,406.1;725.3,420.0;746.1,444.3;780.9,458.2;707.9,482.6;666.2,475.6;659.2,423.5
7#713.5,698.6;713.5,606.6;775.9,577.0;729.9,577.0;667.5,609.9;706.9,705.1;752.9,577.0;729.9,452.2;729.9,445.6;700.4,389.8;687.2,432.5;789.1,494.9;759.5,435.8;693.8,462.0;657.7,471.9;660.9,422.6
8#704.5,661.5;707.5,580.5;752.5,556.5;707.5,553.5;638.5,568.5;674.5,661.5;728.5,553.5;710.5,430.5;707.5,424.5;677.5,373.5;689.5,424.5;719.5,421.5;737.5,418.5;683.5,439.5;650.5,472.5;653.5,421.5
9#694.6,654.6;697.7,572.4;740.3,529.7;685.5,529.7;609.4,520.6;642.8,611.9;712.9,529.7;679.4,414.0;676.3,407.9;656.6,351.6;715.9,456.6;749.4,453.6;712.9,398.8;639.8,429.2;633.7,471.9;664.2,471.9
10#688.8,653.2;691.9,571.9;701.3,512.6;651.3,509.4;588.8,475.1;613.8,565.7;679.4,512.6;651.3,403.2;648.2,393.8;631.0,336.0;707.6,437.6;732.6,440.7;691.9,381.3;607.6,412.6;582.6,481.3;604.4,553.2
11#694.2,654.8;687.5,567.6;680.8,497.3;630.6,487.2;566.9,436.9;587.0,527.4;657.4,487.2;620.5,386.7;620.5,379.9;595.4,311.2;707.7,433.6;697.6,400.1;660.7,363.2;583.6,403.4;556.8,426.9;570.2,420.2
12#696.5,650.3;675.4,555.4;664.9,478.1;608.6,481.6;548.8,428.8;562.9,509.7;633.2,481.6;594.5,362.0;594.5,369.1;571.7,297.0;717.6,379.6;675.4,393.7;640.2,348.0;552.4,376.1;541.8,446.4;559.4,499.1
