1#803.5,551.6;812.4,444.6;901.6,475.8;865.9,484.7;879.3,605.1;919.4,694.3;879.3,480.3;852.5,355.4;852.5,355.4;848.1,275.1;821.3,243.9;874.8,293.0;892.7,342.0;812.4,355.4;745.5,359.9;727.7,315.3
2#803.4,551.8;812.4,444.5;901.8,475.8;866.0,484.7;874.9,601.0;919.6,694.9;879.4,480.3;852.6,350.6;852.6,355.1;848.1,274.6;821.3,243.3;874.9,292.5;892.8,341.7;812.4,355.1;745.3,359.6;727.4,314.9
3#903.1,686.2;854.1,573.2;876.7,471.4;835.3,471.4;778.7,448.8;797.6,546.8;854.1,471.4;839.0,335.7;839.0,335.7;835.3,271.6;820.2,245.2;869.2,279.1;880.5,328.1;797.6,347.0;733.5,362.1;726.0,313.1
4#876.6,660.2;829.1,554.9;859.5,456.9;818.6,459.6;763.6,459.8;794.8,554.8;837.1,458.8;816.0,326.5;815.1,324.7;808.2,258.2;819.8,246.9;865.5,285.8;859.6,318.1;773.2,337.6;717.1,361.5;720.5,324.8
5#850.1,634.2;804.1,536.5;842.2,442.5;801.8,447.9;748.5,470.7;792.0,562.8;820.2,446.1;793.0,317.2;791.1,313.7;781.2,244.9;819.4,248.7;861.9,292.6;838.8,308.1;748.9,328.3;700.7,361.0;714.9,336.5
6#823.6,608.3;779.0,518.2;825.0,428.0;785.1,436.1;733.3,481.6;789.1,570.7;803.2,433.4;769.9,308.0;767.2,302.7;754.1,231.5;819.0,250.4;858.2,299.3;818.0,298.1;724.5,318.9;684.3,360.4;709.4,348.1
7#797.1,582.3;754.0,499.8;807.8,413.6;768.4,424.4;718.2,492.6;786.3,578.7;786.3,420.8;746.9,298.8;743.3,291.7;727.1,218.1;818.6,252.2;854.5,306.0;797.1,288.1;700.2,309.6;667.9,359.8;703.8,359.8
8#790.6,570.5;737.8,486.1;790.6,408.6;748.4,419.2;670.9,472.0;748.4,567.0;769.5,412.2;730.8,292.5;727.2,281.9;707.9,216.8;787.1,239.7;843.4,281.9;780.0,281.9;681.5,303.0;632.2,348.8;663.9,341.8
9#788.4,590.0;742.1,493.9;774.2,412.1;724.3,419.2;631.8,451.2;706.5,547.3;749.2,415.6;717.2,291.1;717.2,284.0;697.6,214.6;761.7,221.7;816.9,251.9;770.6,276.9;663.8,301.8;596.2,326.7;635.4,280.4
10#792.7,609.9;754.2,509.9;754.2,429.1;685.0,440.6;596.5,432.9;661.9,533.0;719.6,440.6;704.2,294.4;704.2,294.4;692.7,213.6;725.4,204.0;773.5,232.9;750.4,279.0;650.4,298.3;585.0,298.3;608.0,252.1
11#796.7,624.4;750.1,518.3;728.8,437.7;669.4,441.9;571.8,412.2;618.5,509.8;699.1,437.7;686.4,301.9;686.4,297.6;677.9,225.5;682.1,170.3;724.6,217.0;733.1,293.4;635.5,301.9;576.0,272.1;580.3,212.7
