1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#845.3,666.1;889.1,568.8;825.9,641.8;767.5,646.6;767.5,763.3;796.7,870.2;801.6,641.8;791.8,486.2;791.8,486.2;787.0,413.3;852.6,337.9;869.6,393.8;845.3,471.6;743.2,491.1;748.1,510.5;782.1,510.5
9#844.6,672.8;881.5,575.8;821.7,630.6;761.7,634.9;749.2,733.0;783.6,838.9;796.0,630.6;783.3,477.4;782.5,475.7;775.6,403.1;847.8,337.8;868.2,392.4;837.3,462.4;733.6,483.3;733.5,504.6;764.6,500.2
10#843.9,679.6;873.9,582.9;817.5,619.4;755.9,623.2;730.8,702.6;770.5,807.6;790.5,619.4;774.8,468.5;773.2,465.3;764.2,392.8;843.1,337.8;866.8,391.0;829.3,453.1;724.0,475.5;718.9,498.7;747.0,489.8
11#843.2,686.3;866.3,589.9;813.2,608.3;750.1,611.5;712.5,672.3;757.4,776.3;784.9,608.3;766.3,459.7;763.8,454.8;752.7,382.6;838.3,337.7;865.4,389.6;821.3,443.9;714.4,467.8;704.4,492.8;729.5,479.5
12#842.5,693.1;858.7,597.0;809.0,597.1;744.3,599.8;694.1,642.0;744.3,745.0;779.3,597.1;757.8,450.8;754.5,444.3;741.3,372.3;833.6,337.7;864.0,388.2;813.3,434.6;704.8,460.0;689.8,486.9;711.9,469.2
13#841.7,699.8;851.1,604.0;804.8,585.9;738.4,588.0;675.8,611.6;731.2,713.7;773.8,585.9;749.2,442.0;745.2,433.9;729.9,362.1;828.8,337.6;862.7,386.7;805.4,425.4;695.3,452.2;675.2,481.1;694.4,458.8
14#841.0,706.6;843.5,611.1;800.6,574.7;732.6,576.3;657.4,581.3;718.1,682.4;768.2,574.7;740.7,433.1;735.9,423.4;718.5,351.8;824.1,337.6;861.3,385.3;797.4,416.1;685.7,444.4;660.6,475.2;676.8,448.5
15#840.3,713.3;835.9,618.1;796.3,563.6;726.8,564.6;639.1,551.0;705.0,651.1;762.6,563.6;732.2,424.3;726.5,412.9;707.0,341.6;819.3,337.5;859.9,383.9;789.4,406.9;676.1,436.7;646.1,469.3;659.3,438.2
16#839.6,720.1;828.3,625.2;792.1,552.4;721.0,552.9;620.7,520.6;691.9,619.8;757.1,552.4;723.7,415.4;717.2,402.5;695.6,331.3;814.6,337.5;858.5,382.5;781.4,397.6;666.5,428.9;631.5,463.4;641.7,427.8
17#838.9,726.8;820.7,632.2;787.9,541.2;715.2,541.2;602.4,490.3;678.8,588.5;751.5,541.2;715.2,406.6;707.9,392.0;684.2,321.1;809.8,337.4;857.1,381.1;773.4,388.4;656.9,421.1;616.9,457.5;624.2,417.5
18#838.8,726.6;820.6,632.1;787.9,541.2;715.2,541.2;602.5,490.3;675.2,588.4;751.5,541.2;715.2,406.7;707.9,392.2;684.3,321.3;809.7,337.6;860.6,381.3;773.4,388.5;657.0,421.2;617.1,457.6;624.3,417.6
19#838.0,745.9;810.2,646.8;770.6,547.6;707.2,551.6;588.2,476.3;667.5,563.5;738.9,547.6;699.2,408.9;695.3,400.9;669.5,323.6;764.6,323.6;830.1,357.3;750.8,397.0;643.7,416.8;580.3,416.8;639.8,373.2
20#821.2,750.4;791.7,651.2;754.4,559.6;692.4,566.4;587.9,506.1;669.4,593.5;723.9,561.5;685.5,423.0;682.5,415.1;661.3,338.9;744.1,331.2;802.8,369.9;736.6,413.1;632.4,428.9;578.1,408.8;634.7,364.1
21#804.4,755.0;773.2,655.6;738.1,571.6;677.7,581.2;587.5,535.9;671.2,623.5;708.8,575.4;671.8,437.0;669.8,429.2;653.0,354.2;723.6,338.9;775.5,382.5;722.4,429.2;621.0,441.0;575.9,400.8;629.6,355.0
22#787.5,759.5;754.7,660.1;721.9,583.5;662.9,596.0;587.2,565.7;673.0,653.6;693.8,589.3;658.0,451.1;657.0,443.4;644.8,369.4;703.1,346.5;748.2,395.1;708.3,445.3;609.7,453.1;573.7,392.7;624.5,345.9
23#770.7,764.1;736.2,664.5;705.6,595.5;648.1,610.8;586.8,595.5;674.9,683.6;678.7,603.2;644.3,465.2;644.3,457.6;636.6,384.7;682.6,354.1;720.9,407.7;694.1,461.4;598.3,465.2;571.5,384.7;619.4,336.8
