1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#686.6,698.7;659.6,624.4;690.0,580.5;632.6,594.0;608.9,678.4;690.0,752.7;666.3,587.2;646.1,479.2;646.1,472.4;654.5,406.6;629.2,485.9;659.6,499.4;679.8,472.4;612.3,485.9;558.3,485.9;608.9,472.4
9#682.3,693.2;639.9,615.0;682.3,566.1;626.9,575.8;568.2,644.3;633.4,716.0;659.4,572.6;636.6,461.8;636.6,461.8;635.0,394.9;672.5,403.1;718.1,409.6;669.2,458.5;597.5,471.5;571.4,497.6;600.8,562.8
10#687.1,695.7;642.3,618.1;669.2,552.5;618.5,555.5;526.0,615.1;591.6,683.7;645.3,555.5;621.5,451.1;618.5,442.2;620.0,378.0;636.4,489.9;675.1,486.9;657.2,442.2;585.7,454.1;555.8,489.9;537.9,475.0
11#685.2,699.0;643.9,619.5;643.9,543.3;599.4,546.5;497.7,575.1;545.4,654.5;621.7,546.5;605.8,435.2;605.8,432.1;599.4,371.7;588.3,351.0;647.1,371.7;640.7,432.1;570.8,444.8;523.1,457.5;516.8,448.0
12#684.3,707.5;648.5,625.1;627.0,539.2;576.9,539.2;458.7,539.2;494.5,621.6;598.4,539.2;587.6,431.8;587.6,424.7;580.5,363.8;571.5,333.4;616.3,356.6;627.0,424.7;551.8,435.4;491.0,435.4;519.6,410.3
13#683.0,721.0;640.6,628.6;609.8,543.9;544.4,540.0;444.3,509.2;444.3,593.9;579.0,543.9;563.6,420.7;563.6,420.7;555.9,359.1;544.4,309.1;582.9,359.1;602.1,413.0;525.1,424.6;475.1,409.2;494.3,363.0
14#673.4,715.4;628.2,628.8;594.3,549.8;526.6,538.5;432.5,489.6;394.9,564.8;552.9,546.0;545.4,425.6;545.4,425.6;530.4,357.8;520.9,307.0;556.7,361.6;583.0,421.8;507.8,429.3;466.4,399.2;458.8,346.5
15#656.1,713.1;605.1,622.9;558.0,552.2;495.2,540.4;416.7,477.6;357.8,544.3;526.6,540.4;518.7,422.6;518.7,426.6;499.1,363.7;522.7,328.4;550.1,375.5;558.0,414.8;483.4,430.5;444.2,414.8;448.1,367.7
16#614.9,702.2;590.1,613.7;522.8,557.0;455.5,535.7;398.8,464.9;338.6,535.7;498.0,553.4;476.8,443.6;466.1,436.5;441.3,383.4;531.7,335.5;540.5,397.5;526.4,433.0;462.6,443.6;391.7,482.6;522.8,355.0
17#558.0,689.4;570.9,595.8;490.2,553.8;406.3,544.2;377.3,470.0;338.6,540.9;454.7,550.6;428.9,444.1;422.5,431.2;425.7,373.2;522.5,360.3;538.6,415.1;441.8,444.1;419.3,453.8;380.5,476.4;338.6,544.2
18#502.2,679.0;547.7,588.1;456.7,557.8;384.0,551.7;356.7,475.9;341.5,554.7;411.3,554.7;411.3,451.7;411.3,448.6;408.2,382.0;517.4,388.0;529.5,436.5;423.4,454.7;402.2,460.8;365.8,475.9;344.6,560.8
19#456.7,680.6;516.2,592.9;456.7,567.9;394.1,558.5;322.1,486.5;331.5,564.7;422.3,561.6;441.1,452.0;441.1,445.8;444.2,383.2;522.5,408.2;525.6,452.0;484.9,452.0;394.1,452.0;397.3,477.1;319.0,555.3
20#443.2,705.0;475.2,609.0;433.6,564.2;376.0,554.6;321.6,503.4;328.0,580.2;408.0,557.8;424.0,452.1;424.0,445.7;422.4,380.1;520.0,423.3;520.0,468.1;472.0,452.1;379.2,445.7;382.4,468.1;401.6,468.1
21#457.2,717.1;450.7,622.7;418.1,564.1;362.8,554.3;418.1,625.9;437.7,710.6;388.8,557.6;411.6,446.9;411.6,437.1;416.5,386.6;519.0,437.1;509.3,476.2;457.2,453.4;366.0,443.6;366.0,485.9;392.1,492.4
22#442.0,714.7;445.2,615.4;403.6,554.6;345.9,545.0;329.9,532.2;336.3,621.8;371.6,554.6;403.6,445.7;403.6,436.1;411.6,373.6;512.5,455.3;496.5,487.3;448.4,452.1;361.9,439.3;349.1,487.3;374.8,477.7
23#417.7,694.1;447.4,594.9;387.9,545.3;338.3,538.7;335.0,538.7;341.6,634.6;361.4,542.0;397.8,442.8;397.8,432.9;409.4,368.4;510.2,469.2;483.8,499.0;444.1,452.7;354.8,432.9;344.9,479.2;374.7,479.2
24#404.8,662.7;456.6,576.4;387.6,538.5;342.7,528.1;346.2,566.1;346.2,652.4;366.9,531.6;394.5,438.4;397.9,428.0;408.3,369.4;511.8,479.8;480.7,500.5;439.3,452.2;353.1,428.0;301.3,403.9;322.0,359.0
25#403.9,630.2;455.7,550.8;383.2,533.5;345.2,519.7;352.1,574.9;345.2,664.7;365.9,523.2;400.5,436.8;403.9,426.5;414.3,367.8;514.4,492.1;479.9,505.9;445.4,450.6;359.0,423.0;314.1,391.9;300.3,336.7
26#416.3,602.0;459.6,527.7;407.0,533.9;357.4,524.7;345.1,595.9;354.3,685.6;382.2,530.8;413.2,428.7;413.2,425.6;422.5,360.6;524.6,503.0;484.4,509.2;456.5,447.3;369.8,413.2;311.0,397.7;294.0,352.8
27#407.7,584.7;457.7,522.2;435.8,522.2;373.3,525.3;357.7,615.9;354.6,703.3;404.6,528.4;420.2,428.5;420.2,422.3;440.5,361.4;532.6,519.1;488.9,509.7;467.0,444.1;376.5,412.9;317.1,409.8;304.6,372.3
28#442.4,573.9;472.7,506.6;452.5,526.8;392.0,530.2;371.8,624.3;351.6,708.4;418.9,526.8;435.7,419.2;435.7,415.8;454.2,353.6;543.3,533.5;499.6,493.2;479.4,436.0;392.0,412.4;331.4,425.9;318.0,388.9
29#478.9,580.8;478.9,560.0;465.0,518.3;405.9,525.3;388.5,622.5;360.7,705.9;433.7,525.3;447.6,417.5;447.6,414.1;459.7,346.3;544.9,518.3;524.0,473.1;489.3,424.5;402.4,410.6;339.9,441.9;326.0,407.1
30#532.1,618.9;485.9,615.6;472.7,519.8;416.5,523.1;396.7,609.0;390.1,701.4;446.3,519.8;456.2,417.4;456.2,414.1;464.4,353.0;532.1,490.1;571.8,463.6;505.7,420.7;409.9,414.1;350.5,453.7;327.4,427.3
31#495.3,624.8;461.2,549.7;498.7,512.1;433.9,522.4;403.2,590.7;420.2,672.6;471.4,519.0;468.0,416.5;471.4,409.7;473.1,346.5;573.9,437.0;584.1,437.0;519.2,416.5;420.2,413.1;365.6,464.3;338.3,440.4
32#501.2,646.9;466.3,552.5;508.2,514.1;462.8,510.6;403.4,566.5;431.3,650.4;487.2,514.1;480.2,416.3;480.2,402.3;476.7,342.9;609.5,409.3;581.6,416.3;529.1,412.8;434.8,416.3;385.9,472.2;347.5,458.2
33#507.8,659.5;472.8,571.8;514.8,519.2;469.2,512.2;399.1,543.7;441.2,627.9;493.8,515.7;490.3,410.4;486.8,403.4;479.8,343.8;542.9,336.8;609.6,378.9;535.9,403.4;441.2,421.0;399.1,477.1;357.0,470.1
