1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#NULL
9#NULL
10#NULL
11#NULL
12#NULL
13#NULL
14#NULL
15#NULL
16#NULL
17#NULL
18#NULL
19#609.9,552.2;674.6,505.6;656.5,518.6;602.2,508.2;597.0,559.9;628.0,627.2;633.2,510.8;666.8,399.6;669.4,391.9;691.4,354.4;715.9,381.5;721.1,422.9;705.6,407.4;628.0,386.7;615.1,428.1;638.4,441.0
20#592.5,597.6;604.6,542.0;648.0,505.8;597.3,496.1;563.5,527.5;592.5,602.4;621.5,503.3;652.9,401.9;660.1,394.6;685.5,349.9;713.3,399.5;710.9,438.1;689.1,409.1;616.6,392.2;602.1,430.9;631.1,430.9
21#629.0,550.0;664.1,484.3;629.0,506.2;574.3,499.7;545.8,501.9;569.9,563.2;602.8,501.9;642.2,405.5;646.6,394.6;673.9,349.7;705.7,412.1;696.9,455.9;679.4,412.1;607.1,390.2;589.6,425.2;611.5,429.6
22#618.5,575.4;660.4,501.0;609.2,512.6;560.3,491.7;606.9,484.7;576.6,542.9;581.3,503.3;634.8,410.3;639.4,398.7;667.3,352.1;699.9,440.5;699.9,470.8;674.3,419.6;599.9,394.0;585.9,428.9;613.8,438.2
23#618.9,594.9;656.9,514.2;597.6,492.8;559.6,476.2;607.1,471.4;623.7,578.3;576.2,485.7;633.2,409.7;640.3,400.2;665.2,356.2;706.8,454.8;699.7,490.4;673.6,423.9;597.6,395.4;583.3,423.9;602.3,438.2
24#618.4,617.8;650.5,534.0;588.9,499.4;549.4,482.2;625.8,511.8;581.5,541.3;569.1,489.6;633.2,408.2;638.2,393.5;661.6,360.2;699.8,467.4;682.5,487.1;672.7,425.5;593.8,391.0;588.9,432.9;638.2,447.7
25#618.3,632.3;639.5,550.1;597.1,502.5;552.1,491.9;613.0,515.7;613.0,555.4;573.3,499.8;631.6,407.1;634.2,393.9;654.1,352.8;713.7,483.9;684.5,486.6;673.9,425.7;591.8,388.6;578.6,428.3;586.5,452.2
26#620.7,649.8;638.4,564.5;603.1,499.8;561.9,491.0;623.6,529.2;617.8,573.4;579.5,493.9;632.5,402.8;635.4,391.0;660.4,348.3;708.9,502.8;694.2,476.3;670.7,420.4;594.2,385.1;576.6,432.2;600.1,455.7
27#638.6,665.3;641.7,577.4;607.2,505.1;563.2,498.9;619.7,530.3;613.4,564.8;582.0,502.0;632.3,398.4;632.3,395.2;662.1,337.1;717.1,517.7;704.5,476.9;676.3,417.2;597.7,379.5;585.2,436.0;616.6,470.6
28#643.0,670.3;649.4,577.8;620.6,514.0;569.6,507.6;620.6,539.5;614.3,581.0;595.1,510.8;636.6,402.4;636.6,396.0;660.5,343.4;716.3,526.8;706.8,475.7;678.1,418.3;598.3,383.2;582.4,447.0;556.9,494.9
29#639.6,663.3;669.2,577.8;629.8,518.6;580.4,512.0;639.6,548.2;616.6,614.0;606.8,515.3;639.6,403.5;639.6,406.8;659.4,344.3;705.4,525.2;715.3,475.8;679.1,419.9;600.2,380.5;585.4,339.3;585.4,332.8
30#645.3,645.3;689.8,573.3;638.4,525.3;597.3,518.5;652.1,563.0;617.9,641.9;614.4,521.9;638.4,408.8;638.4,408.8;659.0,353.9;700.1,497.9;731.0,470.5;679.6,422.5;600.7,395.1;583.6,340.2;605.9,300.8
31#650.1,635.8;712.4,564.1;643.9,542.4;594.1,539.2;659.4,579.7;619.0,670.0;622.1,542.4;647.0,424.0;647.0,417.8;659.4,358.7;721.7,470.7;749.7,458.3;690.6,430.3;603.4,411.6;572.3,364.9;592.5,344.7
32#667.9,617.6;726.4,546.1;664.6,552.6;602.8,552.6;638.6,614.4;619.1,698.9;632.1,552.6;645.1,425.8;645.1,425.8;661.4,367.2;755.7,451.8;755.7,438.8;690.6,429.0;599.6,412.8;570.3,386.7;611.0,355.9
33#687.9,590.7;734.3,524.4;671.3,547.6;614.9,557.5;621.5,637.1;618.2,716.7;641.4,550.9;644.8,431.5;644.8,431.5;668.0,371.8;707.8,385.1;760.8,421.6;691.2,434.8;595.0,418.3;571.8,421.6;608.3,378.5
34#693.5,573.4;737.0,501.0;679.1,548.0;624.7,551.7;613.9,642.2;613.9,729.1;653.7,551.7;653.7,435.8;653.7,439.4;668.2,370.6;718.9,359.7;755.1,399.6;697.2,435.8;610.3,435.8;581.3,443.0;606.6,414.1
35#708.9,557.7;720.9,493.8;681.0,553.7;625.1,557.7;617.1,649.5;605.1,725.4;657.0,553.7;661.0,433.9;661.0,437.9;665.0,374.0;732.9,338.1;744.8,386.0;704.9,429.9;617.1,433.9;593.1,477.8;609.1,441.9
36#717.8,566.2;717.8,498.7;687.9,551.2;635.4,558.7;624.2,644.8;605.4,723.5;661.6,554.9;661.6,435.0;661.6,438.8;665.4,375.1;738.4,339.5;736.6,386.3;706.6,431.3;616.7,438.8;586.7,495.0;601.7,468.8
37#718.1,582.5;711.2,589.5;693.7,551.1;637.8,558.1;634.3,634.9;620.4,715.2;665.8,554.6;662.3,439.4;662.3,442.8;665.8,380.0;740.8,343.3;742.6,387.0;707.7,432.4;616.9,446.3;585.4,509.2;592.4,495.2
38#718.6,615.6;728.2,532.2;699.3,551.4;641.5,561.1;647.9,615.6;641.5,692.7;670.4,551.4;664.0,445.5;664.0,442.2;673.6,381.2;744.2,368.4;753.9,413.4;708.9,439.0;615.8,455.1;583.7,516.1;590.1,512.9
39#715.4,643.3;718.2,566.6;696.3,547.4;647.0,555.7;657.9,599.5;657.9,659.7;668.9,550.2;666.2,448.9;668.9,446.1;678.5,387.3;742.8,391.4;751.0,437.9;712.7,443.4;619.6,457.1;584.0,517.3;603.2,506.4
40#714.1,660.7;722.1,578.9;695.7,552.6;643.0,555.2;664.0,565.8;666.7,629.0;672.0,555.2;664.0,455.0;669.3,447.1;682.5,391.7;743.1,415.5;745.8,462.9;706.2,449.7;619.2,460.3;582.3,513.0;608.7,518.3
41#714.5,690.1;720.1,599.6;694.7,562.8;626.8,562.8;612.7,543.0;604.2,582.6;660.8,562.8;663.6,458.2;666.4,452.5;687.6,391.7;742.8,446.9;742.8,475.1;711.7,455.4;615.5,461.0;581.6,506.3;604.2,523.2
42#714.0,709.9;719.8,631.5;685.0,567.6;629.8,564.7;609.5,561.8;603.7,611.2;661.7,567.6;664.6,463.1;664.6,448.5;680.6,406.4;748.9,468.9;734.3,497.9;711.1,457.3;612.4,460.2;574.6,492.1;594.9,503.7
43#711.3,720.0;711.3,636.3;684.4,561.6;633.6,561.6;618.7,615.4;606.7,627.3;657.5,561.6;663.5,463.0;663.5,451.0;677.0,404.7;747.2,492.9;735.2,513.8;714.3,463.0;612.7,457.0;561.9,480.9;588.8,477.9
44#707.9,711.9;713.9,627.1;689.7,572.5;641.2,560.4;647.3,624.0;604.9,657.4;665.5,566.5;665.5,463.5;665.5,454.4;676.1,401.4;747.2,524.1;735.1,545.3;717.0,463.5;617.0,460.5;598.8,512.0;638.2,527.1
45#697.6,691.9;718.6,619.7;697.6,568.6;640.4,565.6;661.5,595.6;655.5,631.7;667.5,568.6;673.5,463.3;670.5,460.3;673.5,397.1;751.7,538.5;736.7,532.5;721.6,469.3;625.4,451.3;580.3,445.3;592.3,397.1
46#691.2,670.8;719.8,593.8;696.9,568.2;654.2,565.3;665.6,602.4;654.2,653.7;677.0,568.2;679.8,468.4;679.8,462.7;679.8,399.9;754.0,553.9;736.9,536.8;728.3,476.9;634.2,454.1;582.9,451.3;591.4,411.3
