1#NULL
2#NULL
3#860.6,701.9;895.5,588.4;1009.0,619.0;965.4,632.1;956.7,771.8;1002.5,848.2;978.5,623.4;908.6,488.0;891.2,470.6;803.9,400.7;886.8,365.8;926.1,422.6;939.2,488.0;873.7,492.4;799.5,488.0;782.1,431.3
4#856.3,695.3;873.8,590.2;970.1,607.7;935.1,620.9;948.3,761.0;992.0,844.2;952.6,612.1;886.9,463.2;873.8,450.1;795.0,406.3;895.7,358.1;935.1,419.4;922.0,445.7;860.7,485.1;786.2,489.5;777.5,432.6
5#851.2,699.4;859.7,594.2;948.8,598.3;909.6,610.2;905.7,735.7;955.1,821.6;929.4,602.6;867.2,454.4;855.9,442.0;788.1,395.5;884.2,355.3;926.9,413.5;905.4,437.2;837.1,474.8;760.8,482.9;750.6,431.4
6#846.2,703.6;845.7,598.1;927.5,588.9;884.0,599.4;863.0,710.3;918.1,799.1;906.3,593.1;847.4,445.5;838.1,434.0;781.2,384.8;872.7,352.5;918.8,407.7;888.8,428.7;813.5,464.4;735.3,476.2;723.7,430.2
7#841.1,707.7;831.6,602.1;906.2,579.5;858.5,588.7;820.4,685.0;881.2,776.5;883.1,583.6;827.7,436.7;820.2,425.9;774.3,374.0;861.2,349.7;910.6,401.8;872.2,420.2;789.9,454.1;709.9,469.6;696.8,429.0
8#836.1,711.9;817.5,606.0;884.8,570.1;832.9,577.9;777.8,659.7;844.3,754.0;860.0,574.2;807.9,427.8;802.3,417.9;767.5,363.2;849.7,346.9;902.4,396.0;855.5,411.6;766.3,443.7;684.4,463.0;669.8,427.7
9#831.0,716.0;803.4,610.0;863.5,560.7;807.4,567.2;735.2,634.4;807.4,731.4;836.8,564.7;788.2,419.0;784.4,409.8;760.6,352.4;838.2,344.1;894.2,390.1;838.9,403.1;742.7,433.4;659.0,456.4;642.9,426.5
10#826.0,720.2;789.4,613.9;842.2,551.3;781.8,556.4;692.5,609.0;770.4,708.9;813.7,555.2;768.4,410.1;766.6,401.8;753.7,341.7;826.7,341.3;886.1,384.3;822.3,394.6;719.1,423.0;633.5,449.7;616.0,425.3
11#820.9,724.3;775.3,617.9;820.9,541.9;756.3,545.7;649.9,583.7;733.5,686.3;790.5,545.7;748.7,401.3;748.7,393.7;746.8,330.9;815.2,338.5;877.9,378.4;805.7,386.1;695.5,412.7;608.1,443.1;589.1,424.1
12#817.8,739.0;778.7,626.0;791.7,534.8;722.2,530.4;596.1,547.8;674.4,652.1;756.9,534.8;730.9,387.0;730.9,391.4;713.5,321.8;737.4,297.9;826.5,330.5;783.0,374.0;678.7,404.4;613.5,408.8;600.5,382.7
13#803.0,738.6;760.3,626.4;754.2,534.3;684.0,525.8;566.7,522.7;624.5,630.9;720.0,530.6;700.8,384.1;700.8,388.9;689.2,318.6;703.3,286.1;775.6,324.4;752.1,371.8;649.4,397.6;587.5,389.5;580.7,350.0
