1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#NULL
9#NULL
10#NULL
11#NULL
12#NULL
13#NULL
14#NULL
15#NULL
16#545.2,553.5;542.0,439.9;617.8,462.0;684.1,471.4;542.0,443.0;548.4,559.8;655.7,458.8;668.3,332.6;658.8,319.9;644.6,255.2;636.7,275.8;703.0,310.5;693.5,335.7;699.9,342.0;699.9,323.1;682.5,261.6
17#670.0,616.3;698.7,520.6;657.2,469.5;603.0,466.3;510.4,437.6;526.4,549.3;628.5,469.5;634.9,354.6;631.7,351.4;612.6,281.2;682.8,274.8;698.7,325.9;679.6,351.4;590.2,354.6;583.8,348.2;603.0,325.9
18#605.2,505.6;575.6,434.5;631.9,458.2;575.6,461.2;495.7,431.6;501.6,544.1;599.3,461.2;605.2,360.5;605.2,354.6;596.3,286.5;676.3,289.4;685.2,348.7;652.6,354.6;557.8,363.5;560.8,402.0;587.4,399.0
19#568.7,601.9;648.6,506.6;602.5,485.1;541.0,472.8;476.5,426.8;473.4,537.4;568.7,472.8;574.8,371.5;577.9,362.2;579.4,293.1;667.0,322.3;667.0,368.4;624.0,365.3;522.6,371.5;519.5,426.8;568.7,402.2
20#545.6,624.8;613.9,527.1;561.9,517.4;500.1,504.4;461.0,429.5;457.8,546.7;532.6,507.6;555.4,380.7;555.4,374.2;557.0,304.2;669.3,344.9;649.7,387.2;604.2,380.7;503.3,371.0;454.5,429.5;565.1,413.3
21#531.2,668.3;575.3,559.7;537.9,515.6;476.9,502.0;544.7,532.6;446.3,546.1;510.8,512.2;534.6,386.7;534.6,383.3;546.4,323.9;660.1,369.7;636.3,410.4;588.8,393.5;483.7,373.1;422.6,379.9;453.1,410.4
22#526.9,695.3;547.4,596.1;520.1,524.2;455.1,513.9;437.9,507.1;444.8,585.8;489.3,513.9;520.1,397.6;520.1,387.3;535.5,334.3;650.1,401.0;619.3,435.2;574.8,404.4;461.9,383.9;393.5,370.2;455.1,349.7
23#530.2,709.7;547.8,607.3;505.5,536.7;445.4,526.1;427.8,519.0;445.4,617.9;473.7,529.6;505.5,406.0;505.5,395.4;517.8,330.1;646.7,430.8;607.9,459.0;558.4,416.6;452.5,391.9;388.9,363.7;411.9,337.2
24#526.6,706.5;552.1,587.6;505.4,536.7;437.5,532.4;420.5,528.2;441.8,638.6;467.2,532.4;492.7,405.1;492.7,400.9;509.7,328.7;645.5,447.6;598.8,468.8;552.1,422.1;433.3,388.1;386.6,345.7;416.3,294.8
25#521.3,681.8;556.7,575.4;497.6,536.0;434.6,536.0;414.9,547.9;438.5,658.2;462.2,536.0;489.8,406.0;489.8,402.1;501.6,327.3;643.4,461.2;592.2,477.0;548.8,425.7;434.6,386.3;395.2,339.1;403.1,287.9
26#527.2,640.8;563.7,549.4;494.3,520.2;432.2,520.2;421.2,567.7;439.5,681.0;461.4,520.2;490.6,403.3;494.3,399.6;508.9,322.9;640.5,476.3;585.6,480.0;549.1,425.2;439.5,381.3;406.6,330.2;404.8,284.5
27#535.4,608.7;574.9,523.0;505.7,523.0;446.3,523.0;429.9,595.5;439.7,707.6;476.0,523.0;502.4,407.6;505.7,394.4;525.5,321.9;640.9,493.3;588.1,486.7;558.4,420.8;449.6,377.9;410.1,348.2;398.5,310.3
28#547.0,584.1;576.0,508.2;518.1,519.0;460.3,522.7;438.6,613.0;438.6,725.1;489.2,519.0;521.7,399.7;521.7,392.5;545.2,318.4;655.5,508.2;601.3,486.5;576.0,425.0;467.5,381.7;416.9,356.3;413.3,338.3
29#564.9,579.5;583.4,487.4;539.2,524.2;476.5,520.6;461.8,623.7;432.3,734.2;506.0,520.6;539.2,399.0;542.8,391.6;555.7,334.5;664.4,513.2;623.9,483.7;594.4,413.7;483.9,380.6;432.3,380.6;406.5,373.2
30#583.1,593.7;590.6,492.4;560.6,518.7;493.1,522.4;470.6,623.7;440.6,732.4;530.6,518.7;553.1,398.7;553.1,391.2;570.0,336.8;646.9,484.9;650.6,484.9;613.1,413.7;496.9,383.7;433.1,406.2;403.1,398.7
31#584.0,629.5;601.7,530.0;573.3,522.9;512.9,526.4;473.8,625.9;459.6,732.5;541.3,522.9;562.6,402.1;562.6,387.9;571.5,339.9;658.6,462.5;669.2,466.0;623.0,409.2;502.2,391.4;445.4,430.5;424.1,395.0
32#579.7,658.6;600.9,555.9;593.8,524.0;526.5,520.5;484.0,609.0;473.4,711.8;558.4,524.0;565.5,403.5;569.0,389.4;574.3,334.5;675.3,417.7;693.0,439.0;622.2,407.1;505.3,400.0;452.1,446.1;423.8,417.7
33#579.8,681.6;604.7,589.1;597.6,528.6;537.1,525.1;483.8,574.9;483.8,681.6;565.6,525.1;569.1,400.6;572.7,389.9;567.3,327.7;672.3,361.5;693.6,400.6;626.0,397.0;508.7,400.6;462.4,457.5;426.9,432.6
34#581.9,695.3;605.9,599.5;605.9,531.7;538.0,519.7;478.1,559.6;490.1,659.4;570.0,527.7;570.0,391.9;570.0,387.9;566.0,312.1;649.8,296.1;693.7,360.0;625.8,383.9;510.1,399.9;470.2,463.8;426.2,451.8
35#585.0,720.5;602.4,616.0;606.8,524.6;541.5,515.9;467.5,533.3;489.2,624.7;571.9,524.6;571.9,385.3;567.6,385.3;563.2,306.9;663.4,259.0;676.4,324.4;619.8,372.2;515.3,394.0;476.2,463.7;423.9,472.4
36#588.2,731.8;602.2,620.1;602.2,527.1;541.7,508.4;462.6,494.5;485.9,587.5;574.3,522.4;565.0,373.5;565.0,373.5;551.0,299.1;681.3,243.3;658.0,303.7;616.2,354.9;513.8,392.1;476.6,461.9;425.4,485.2
37#604.8,733.5;599.9,615.2;599.9,516.6;540.7,501.8;471.7,477.2;476.7,561.0;575.3,506.7;565.4,368.7;565.4,368.7;540.7,294.8;683.7,255.3;659.1,304.6;614.7,349.0;506.2,388.4;471.7,452.5;422.4,492.0
38#615.1,719.2;606.2,634.2;592.8,522.3;539.1,508.9;507.7,477.6;422.7,580.5;565.9,508.9;557.0,374.7;557.0,365.7;539.1,289.7;684.5,282.9;673.3,325.4;610.7,352.3;498.8,388.1;458.5,450.7;413.8,477.6
39#630.2,714.5;603.0,601.3;589.4,519.8;526.0,501.7;467.2,442.9;462.7,542.5;553.2,501.7;548.7,370.4;553.2,365.9;544.2,284.4;702.6,288.9;680.0,343.2;603.0,356.8;489.8,379.5;449.1,433.8;417.4,451.9
40#634.0,707.3;604.0,600.2;586.9,514.5;518.3,501.6;441.2,450.2;458.3,561.6;552.6,501.6;552.6,364.5;552.6,360.2;541.9,285.2;706.8,308.8;681.1,360.2;608.3,355.9;492.6,373.1;424.0,428.8;415.4,420.2
41#631.9,703.0;603.6,597.7;587.4,504.5;522.6,504.5;433.5,468.1;461.8,581.5;555.0,504.5;550.9,362.7;550.9,358.7;548.9,291.9;696.8,326.3;680.5,374.9;607.6,358.7;494.2,366.8;421.3,399.2;421.3,362.7
42#625.6,704.1;596.4,591.6;592.2,504.1;529.8,504.1;429.8,487.4;458.9,599.9;563.1,504.1;554.8,362.4;554.8,358.3;552.7,285.4;700.6,345.8;679.7,391.6;613.1,362.4;496.4,362.4;425.6,362.4;454.8,312.4
43#615.0,701.9;581.3,588.3;593.9,495.8;530.8,495.8;434.1,512.6;459.3,622.0;564.5,495.8;564.5,356.9;564.5,352.7;560.3,277.0;699.1,369.5;678.1,403.2;619.2,361.1;505.6,352.7;446.7,331.7;482.4,266.5
44#600.9,690.8;561.8,578.0;600.9,491.1;544.4,491.1;448.9,534.5;461.9,651.8;570.5,491.1;574.8,356.5;574.8,347.8;574.8,274.0;700.7,391.3;679.0,421.7;631.3,365.2;522.7,347.8;488.0,295.7;507.5,250.2
45#590.9,666.0;555.4,571.4;606.6,492.5;547.5,488.6;472.6,551.7;460.8,669.9;575.1,492.5;594.8,358.5;594.8,346.7;590.9,275.8;701.2,409.8;681.5,429.5;642.1,366.4;543.6,342.8;519.9,295.5;517.9,258.0
46#580.9,628.3;554.5,556.8;603.5,504.0;554.5,492.7;494.3,571.8;460.4,684.8;584.6,492.7;607.2,353.4;611.0,345.9;616.7,272.5;708.9,440.0;686.3,451.3;663.7,372.2;558.3,334.6;528.2,304.5;541.3,272.5
47#581.6,592.5;559.8,530.8;621.5,494.5;567.1,483.7;498.1,567.1;472.8,683.1;596.1,487.3;621.5,360.3;625.1,353.1;637.8,278.7;704.9,461.9;683.1,461.9;675.9,378.5;570.7,338.6;523.5,331.3;536.2,286.0
48#589.8,570.9;579.7,503.5;626.9,513.6;579.7,500.1;492.0,554.1;498.7,672.1;603.3,506.8;630.3,368.6;630.3,358.4;645.5,296.0;674.1,476.5;691.0,459.6;684.3,385.4;576.3,344.9;532.5,341.6;530.8,302.8
49#555.7,641.8;562.4,521.9;642.3,511.9;599.0,508.6;492.4,538.6;535.7,648.4;622.3,511.9;635.6,375.4;635.6,365.4;644.0,300.5;688.9,505.2;698.9,458.6;692.2,392.0;582.4,358.7;535.7,362.1;532.4,325.4
50#628.5,547.4;621.9,481.4;664.8,511.1;608.7,521.0;499.7,524.3;555.8,633.2;635.1,511.1;638.4,382.4;638.4,372.5;640.0,308.1;694.5,511.1;704.4,468.2;697.8,395.6;585.5,369.2;536.0,382.4;532.7,342.8
51#662.8,557.1;620.8,515.1;666.2,511.6;613.8,522.1;526.2,532.6;557.8,651.6;641.8,511.6;641.8,382.1;641.8,371.6;633.0,299.9;690.8,504.6;711.8,466.1;701.2,389.1;585.8,371.6;540.2,396.1;533.2,361.1
52#658.2,582.6;647.4,500.2;672.5,503.8;615.2,507.4;547.2,553.9;561.5,682.8;643.9,503.8;647.4,378.5;643.9,367.8;638.5,294.4;679.7,442.9;719.0,453.7;704.7,385.7;590.1,371.3;550.8,400.0;532.9,385.7
53#658.2,601.5;654.8,524.2;675.0,494.0;617.9,497.3;564.1,567.9;557.4,685.4;644.8,494.0;648.1,376.4;648.1,359.6;639.7,300.8;695.1,423.4;728.7,436.9;705.2,376.4;591.0,369.7;550.7,413.3;530.5,410.0
54#653.3,626.1;653.3,536.9;671.9,496.0;612.4,499.7;560.4,566.6;549.2,681.9;642.2,499.7;642.2,373.2;645.9,362.1;640.3,289.6;709.1,403.0;731.4,414.1;701.7,369.5;586.4,373.2;541.8,436.5;526.9,436.5
55#647.4,648.5;651.0,535.2;669.3,495.0;607.2,491.3;552.4,560.8;552.4,670.4;640.1,495.0;636.4,374.4;636.4,363.4;630.9,292.2;698.5,315.9;724.1,367.1;694.9,367.1;574.3,378.1;545.0,440.2;519.5,458.5
56#642.5,666.8;650.2,559.6;665.5,494.5;604.3,490.7;543.0,544.3;550.7,643.8;634.9,490.7;627.2,372.0;627.2,368.2;623.4,295.5;696.1,299.3;711.4,337.6;680.8,360.5;569.8,379.7;543.0,440.9;516.2,486.9
57#636.6,690.7;644.0,584.0;647.6,495.7;596.1,492.0;537.2,525.1;552.0,613.4;621.9,495.7;610.8,370.6;610.8,366.9;609.0,295.1;688.1,308.0;702.8,352.2;666.0,359.5;548.3,385.3;526.2,451.5;507.8,492.0
58#631.6,710.7;639.5,593.2;635.5,503.1;576.8,499.2;529.8,511.0;553.3,585.4;604.2,503.1;592.5,373.9;592.5,366.1;582.7,301.5;686.4,334.7;706.0,373.9;647.3,358.2;533.7,385.6;510.2,456.1;498.5,495.3
59#636.7,719.3;632.8,604.2;624.8,508.9;557.3,496.9;529.5,496.9;541.4,564.5;593.0,500.9;573.2,373.9;573.2,361.9;559.3,304.4;688.3,354.0;688.3,397.7;628.8,358.0;517.6,381.8;485.8,453.3;485.8,504.9
60#644.0,715.1;632.3,605.2;616.6,511.0;557.7,507.1;557.7,554.2;542.0,593.4;585.2,511.0;557.7,369.8;557.7,354.1;555.8,305.0;675.4,373.7;663.7,397.2;612.7,358.0;498.9,377.6;467.5,448.2;479.2,479.6
61#650.9,701.5;630.9,601.6;603.0,497.7;547.0,493.8;551.0,557.7;539.0,609.6;575.0,497.7;547.0,369.9;547.0,353.9;553.0,299.9;662.9,393.8;658.9,417.8;607.0,361.9;487.1,373.9;447.1,433.8;467.1,441.8
62#653.9,684.9;638.8,583.1;593.6,485.1;533.3,485.1;537.0,556.8;537.0,620.8;563.4,485.1;544.6,360.7;540.8,349.4;538.9,279.7;669.0,402.2;642.6,409.7;601.1,357.0;480.5,364.5;427.7,413.5;442.8,406.0
