1#715.3,669.6;728.5,587.1;844.1,606.9;834.2,616.8;821.0,722.4;821.0,828.0;837.5,610.2;758.3,514.5;758.3,514.5;705.4,465.0;705.4,458.4;748.3,484.8;781.4,501.3;735.1,527.7;665.8,488.1;632.8,435.3
2#715.3,669.6;728.5,587.1;844.1,606.9;834.2,616.8;821.0,722.4;821.0,828.0;837.5,610.2;758.3,514.5;758.3,514.5;705.4,465.0;705.4,458.4;748.3,484.8;781.4,501.3;735.1,527.7;665.8,488.1;632.8,435.3
3#717.1,669.5;726.9,588.3;840.6,607.8;830.8,617.6;817.8,721.5;821.1,825.5;837.3,611.1;752.9,513.6;752.9,513.6;707.4,461.7;726.9,461.7;746.4,487.7;778.9,503.9;730.1,523.4;661.9,487.7;632.7,435.7
4#819.1,805.6;809.7,720.4;841.2,603.7;819.1,616.3;721.3,588.0;715.0,673.1;828.6,610.0;752.9,512.2;752.9,512.2;711.9,452.3;727.7,449.2;746.6,487.0;781.3,502.8;724.5,518.6;658.3,487.0;633.0,436.5
5#795.4,776.7;783.8,692.4;823.5,595.0;798.9,605.6;705.0,589.9;712.7,672.4;811.1,600.6;748.8,498.6;748.8,496.9;714.9,436.3;714.2,443.6;742.0,477.3;779.0,490.5;719.7,504.9;656.4,482.5;632.7,435.2
6#771.7,747.8;758.0,664.3;805.8,586.2;778.7,594.9;688.8,591.8;710.4,671.8;793.6,591.2;744.7,485.1;744.7,481.6;717.8,420.2;700.7,438.0;737.5,467.6;776.8,478.3;715.0,491.2;654.4,478.0;632.3,433.9
7#748.1,719.0;732.1,636.3;788.1,577.5;758.4,584.3;672.5,593.8;708.2,671.1;776.1,581.7;740.7,471.5;740.7,466.3;720.8,404.2;687.2,432.4;732.9,458.0;774.5,466.0;710.2,477.5;652.5,473.6;632.0,432.5
8#724.4,690.1;706.3,608.2;770.4,568.7;738.2,573.6;656.3,595.7;705.9,670.5;758.6,572.3;736.6,458.0;736.6,451.0;723.7,388.1;673.7,426.8;728.4,448.3;772.3,453.8;705.5,463.8;650.5,469.1;631.6,431.2
9#700.7,661.2;680.4,580.2;752.7,560.0;718.0,562.9;640.0,597.6;703.6,669.8;741.1,562.9;732.5,444.4;732.5,435.7;726.7,372.1;660.2,421.2;723.8,438.6;770.0,441.5;700.7,450.1;648.6,464.6;631.3,429.9
10#693.1,660.1;673.7,577.1;731.0,545.9;692.5,547.7;614.3,571.8;672.7,645.8;716.5,547.7;705.8,429.8;705.8,422.5;699.8,357.6;650.3,417.0;709.9,433.3;744.2,426.8;672.7,434.5;617.3,443.0;603.2,404.2
11#685.4,659.1;667.1,573.9;709.3,531.7;667.0,532.5;588.7,546.0;641.8,621.7;692.0,532.5;679.1,415.2;679.1,409.4;672.8,343.0;640.4,412.9;696.0,428.1;718.4,412.0;644.7,419.0;586.0,421.5;575.1,378.6
