1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#674.0,681.5;647.0,589.0;620.0,488.8;573.8,488.8;446.6,446.5;523.7,535.1;596.9,488.8;577.7,346.3;573.8,334.7;556.5,275.0;693.3,438.7;666.3,419.5;631.6,342.4;523.7,350.1;454.3,357.8;485.2,346.3
8#653.4,677.3;633.9,583.9;618.3,478.7;556.0,470.9;431.4,428.1;501.5,521.5;587.2,474.8;559.9,330.7;556.0,322.9;530.7,258.7;692.3,447.5;668.9,338.5;610.5,322.9;509.3,330.7;439.2,311.2;437.2,258.7
9#626.9,673.9;619.2,566.1;596.1,481.4;534.5,469.9;419.0,431.4;480.6,527.6;565.3,469.9;546.1,319.8;546.1,312.1;523.0,231.2;711.6,365.9;677.0,331.3;600.0,315.9;492.2,315.9;422.9,285.1;409.4,213.9
10#588.8,609.8;607.9,559.3;587.0,479.1;517.4,475.6;409.3,440.8;468.6,545.3;548.7,479.1;534.8,315.4;534.8,311.9;524.3,235.2;594.0,287.5;649.8,315.4;590.5,315.4;479.0,315.4;409.3,291.0;402.4,224.8
11#557.8,621.2;604.0,513.2;565.5,478.5;499.9,482.4;407.4,451.5;453.7,555.6;534.6,482.4;530.8,335.9;526.9,324.3;523.1,247.2;542.3,247.2;604.0,301.2;580.9,332.0;472.9,332.0;407.4,312.7;407.4,254.9
12#524.7,606.4;592.0,517.8;549.5,510.7;489.2,510.7;400.6,461.1;432.5,567.4;524.7,510.7;521.1,354.7;521.1,344.1;514.0,276.8;528.2,251.9;560.1,386.6;567.2,361.8;471.5,351.2;414.8,347.6;421.9,283.8
13#466.8,592.8;513.6,504.0;510.2,513.6;474.8,528.0;387.9,466.2;405.3,567.7;507.1,530.9;512.4,380.8;512.4,368.0;504.8,302.0;527.2,272.5;548.9,368.5;557.5,384.6;494.7,383.3;418.5,390.5;455.8,396.9
14#408.9,579.1;435.1,490.1;470.9,516.6;460.4,545.3;375.2,471.2;378.2,568.1;489.5,551.1;503.6,407.0;503.6,391.9;495.5,327.3;526.1,293.0;537.8,350.4;547.8,407.4;517.8,415.4;422.1,433.4;489.8,510.0
15#351.0,565.5;356.7,476.3;431.6,519.5;446.0,562.6;362.5,476.3;351.0,568.4;471.9,571.3;494.9,433.1;494.9,415.8;486.3,352.5;525.1,313.6;526.6,332.3;538.1,430.2;541.0,447.5;425.8,476.3;523.7,623.1
16#348.3,550.8;348.3,480.0;427.6,545.1;427.6,570.6;342.7,482.8;337.0,564.9;453.0,567.8;475.7,451.7;478.5,431.9;478.5,364.0;492.7,499.8;537.9,488.5;521.0,451.7;430.4,446.1;424.7,491.3;461.5,482.8
17#518.9,695.1;552.0,601.8;473.7,598.8;401.5,586.7;320.2,493.4;329.2,577.7;440.6,586.7;467.7,454.3;470.7,439.3;467.7,370.0;452.6,493.4;558.0,442.3;518.9,454.3;416.5,454.3;419.5,493.4;449.6,493.4
18#519.2,721.9;532.3,623.8;470.1,587.8;391.7,578.0;300.1,512.6;339.4,607.4;434.2,584.6;460.3,450.5;460.3,437.4;458.7,363.9;561.7,404.7;565.0,453.8;512.6,450.5;404.7,447.2;398.2,499.5;437.4,496.3
19#528.7,745.4;515.9,633.5;458.4,591.9;384.8,579.2;298.5,540.8;349.7,643.1;420.0,582.4;452.0,448.1;452.0,428.9;447.2,372.9;570.3,428.9;570.3,467.2;506.3,451.3;397.6,438.5;368.9,467.2;413.6,467.2
20#536.1,745.1;521.5,635.6;459.4,580.9;390.1,580.9;313.4,555.3;357.2,664.8;422.9,580.9;441.2,438.5;444.8,423.9;450.3,345.4;572.6,456.7;558.0,482.3;499.6,445.8;382.8,431.2;320.7,442.1;371.8,445.8
21#506.9,729.8;532.1,618.4;456.6,578.8;384.7,568.0;334.4,575.2;363.1,690.3;417.1,571.6;442.2,435.0;445.8,420.6;454.8,350.5;582.5,478.1;557.3,492.5;499.8,445.8;377.5,420.6;316.4,413.4;352.3,420.6
22#484.7,691.8;542.2,598.5;456.0,569.8;391.4,566.2;344.7,594.9;373.5,717.0;420.1,566.2;448.8,433.4;452.4,419.0;465.0,341.8;588.8,490.8;556.5,494.4;506.3,447.7;391.4,411.8;398.6,451.3;427.3,469.3
23#484.8,645.0;543.3,581.9;462.2,568.4;394.7,563.9;358.6,622.5;381.1,735.1;430.7,568.4;457.7,428.7;462.2,410.7;489.3,338.6;606.4,505.3;565.9,505.3;520.8,446.8;394.7,401.7;345.1,356.6;363.1,293.6
24#497.8,610.1;543.5,534.1;477.5,564.5;411.6,564.5;376.1,635.5;386.2,747.1;447.1,564.5;482.6,422.5;492.8,412.3;523.2,336.2;614.5,523.9;573.9,508.7;543.5,447.8;421.7,397.1;360.9,356.5;345.7,316.0
25#536.7,569.7;551.1,492.8;503.0,540.9;430.9,540.9;402.0,656.3;387.6,762.2;464.5,540.9;517.5,420.6;527.1,406.2;570.4,338.8;637.7,545.7;594.4,516.8;575.2,449.5;459.7,391.7;373.1,367.7;353.9,334.0
26#560.3,573.1;547.5,504.9;517.7,534.7;458.0,534.7;415.4,654.0;389.8,756.3;483.6,534.7;547.5,415.4;556.1,398.3;598.7,330.2;645.6,543.2;620.0,521.9;598.7,441.0;479.3,389.8;394.1,381.3;372.8,351.5
27#577.8,601.3;613.2,517.3;555.7,526.1;484.9,521.7;431.9,636.7;405.3,738.4;520.3,521.7;569.0,406.7;577.8,393.4;617.7,318.2;617.7,495.1;648.6,526.1;626.5,433.2;507.1,384.5;427.4,389.0;383.2,353.6
28#578.1,627.9;630.2,539.7;590.1,511.7;526.0,503.7;449.9,619.9;417.8,728.0;554.0,507.7;598.1,399.5;606.1,379.5;636.2,301.4;654.2,499.7;686.2,515.7;658.2,419.6;534.0,375.5;445.9,391.5;405.8,363.5
29#606.8,642.2;651.3,545.9;621.7,508.8;558.7,508.8;469.8,597.8;436.4,712.6;592.0,508.8;621.7,390.3;632.8,368.1;653.2,314.3;695.8,508.8;725.4,482.9;680.9,408.8;562.4,375.5;477.2,405.1;425.3,382.9
30#613.0,665.4;672.7,575.9;642.8,512.6;583.2,512.6;486.3,579.7;467.7,687.7;613.0,512.6;646.6,389.6;654.0,363.5;678.2,294.6;642.8,445.5;687.6,460.4;702.5,404.5;583.2,374.7;505.0,404.5;449.1,393.3
31#628.8,687.6;679.2,598.4;675.3,517.1;613.3,509.3;500.9,555.8;512.6,664.3;644.3,513.2;667.6,381.4;671.4,362.1;685.0,286.5;671.4,427.9;710.2,462.8;721.8,389.2;609.4,373.7;524.2,404.7;485.4,396.9
32#642.4,707.4;698.5,621.0;698.5,513.1;638.1,508.7;525.8,534.6;569.0,625.3;668.3,513.1;681.3,374.9;681.3,357.6;689.9,284.2;668.3,400.8;702.8,396.5;741.7,379.2;625.1,370.5;551.7,409.4;538.7,392.1
33#658.6,724.2;702.3,636.7;728.5,514.3;667.3,505.5;553.6,509.9;619.2,597.4;697.9,509.9;693.5,365.6;693.5,361.2;687.0,284.7;800.7,293.5;820.4,339.4;750.4,361.2;636.7,374.4;562.4,409.3;571.1,352.5
34#681.6,746.9;710.1,628.1;748.1,518.8;676.9,514.1;581.8,495.1;667.4,571.1;714.9,518.8;700.6,362.0;700.6,357.3;693.5,269.4;807.5,269.4;819.4,309.8;762.4,352.5;648.4,366.8;581.8,395.3;610.3,333.5
35#701.2,723.8;739.6,627.9;763.6,522.4;691.6,508.0;610.1,493.7;691.6,570.4;730.0,517.6;710.8,359.4;710.8,349.8;701.2,273.1;811.5,234.7;801.9,297.1;763.6,349.8;653.3,369.0;605.3,416.9;629.3,359.4
36#727.4,686.8;774.5,601.1;774.5,524.0;710.3,519.8;628.9,498.3;706.0,584.0;740.3,524.0;718.9,365.6;714.6,352.7;706.0,279.9;823.8,247.8;808.8,288.5;770.3,357.0;667.5,374.1;633.2,434.1;641.8,387.0
37#764.4,630.9;797.8,547.5;781.1,514.1;718.6,514.1;656.0,514.1;706.1,601.7;751.9,514.1;726.9,372.4;722.7,355.7;714.4,289.0;822.8,255.6;818.7,314.0;777.0,355.7;676.9,384.9;643.5,447.4;656.0,414.1
38#784.0,593.3;814.0,513.3;777.3,496.6;714.0,506.6;677.3,533.3;714.0,636.6;747.3,503.3;734.0,373.2;734.0,359.9;724.0,293.2;829.0,284.9;837.4,336.6;784.0,366.6;684.0,386.6;654.0,449.9;660.6,446.6
39#792.7,575.7;809.5,498.4;779.2,505.1;718.7,511.9;695.2,548.8;722.1,646.3;749.0,511.9;745.6,384.1;745.6,367.3;740.6,298.4;765.8,404.3;792.7,421.1;792.7,374.0;695.2,390.8;671.6,451.4;654.8,478.2
40#804.1,563.8;814.0,487.9;787.6,504.4;731.6,514.3;711.8,550.6;734.9,649.5;757.9,511.0;751.4,385.6;751.4,372.4;746.4,304.8;837.1,326.3;850.3,375.7;800.8,375.7;705.2,392.2;672.2,461.5;659.0,497.8
41#798.5,586.6;815.7,497.2;781.3,500.7;729.8,507.6;726.3,545.4;750.4,634.7;753.8,504.1;757.3,383.8;757.3,370.1;753.8,301.3;843.2,349.4;860.4,390.7;805.4,376.9;705.7,394.1;664.5,469.7;698.8,438.8
42#821.2,615.3;831.0,520.1;788.3,503.7;735.8,507.0;739.1,530.0;755.5,608.8;762.1,503.7;758.8,385.5;758.8,369.1;758.8,300.1;847.4,369.1;863.9,401.9;808.0,375.7;709.5,392.1;670.1,467.6;680.0,516.8
43#820.5,652.0;843.5,553.7;794.3,507.8;741.9,507.8;732.0,514.4;751.7,573.4;768.1,507.8;761.5,386.5;761.5,370.2;759.9,303.0;850.0,380.0;859.8,416.0;814.0,380.0;712.4,393.1;666.5,465.2;689.4,520.9
44#818.8,661.3;839.0,559.9;795.1,505.9;734.3,499.1;703.9,502.5;697.1,559.9;764.7,499.1;764.7,387.6;764.7,367.3;756.2,301.5;828.9,421.4;859.3,438.3;818.8,380.9;714.0,391.0;663.3,458.6;687.0,505.9
45#819.3,677.6;826.1,588.0;795.2,501.9;736.6,491.6;685.0,536.4;695.3,567.4;764.2,491.6;764.2,381.4;764.2,364.2;752.1,297.1;829.6,440.0;857.1,443.4;819.3,374.5;712.5,384.9;654.0,440.0;691.9,474.4
