1#873.4,798.5;889.7,736.4;912.6,674.2;886.5,677.5;873.4,749.5;863.5,824.7;899.5,677.5;860.3,579.4;860.3,582.6;837.4,530.3;912.6,638.2;915.9,612.1;889.7,566.3;830.8,589.2;811.2,549.9;816.1,512.3
2#876.6,798.6;889.7,736.4;912.6,674.2;886.5,677.5;873.4,749.5;863.5,821.5;899.6,677.5;860.3,579.3;860.3,582.6;837.4,530.2;912.6,638.2;919.2,615.3;886.5,566.2;830.8,589.1;811.2,549.8;816.1,512.2
3#876.7,800.4;886.9,746.2;910.6,671.7;883.5,675.1;873.3,749.6;863.1,824.2;897.0,675.1;859.8,580.2;863.1,583.6;842.8,529.3;920.7,644.6;917.4,617.4;890.2,570.0;832.6,593.7;812.3,556.5;815.7,515.8
4#876.7,800.7;886.9,749.7;910.7,675.0;880.1,681.8;873.3,753.1;866.5,824.5;893.7,675.0;859.7,579.9;863.1,583.3;842.7,532.4;920.9,647.9;914.1,620.7;890.3,569.7;829.1,590.1;808.8,556.1;812.2,515.4
5#877.7,804.7;883.9,748.7;905.7,664.7;874.6,677.1;871.4,754.9;868.3,823.3;887.0,677.1;862.1,583.8;862.1,583.8;843.4,530.9;908.8,639.8;911.9,614.9;893.2,571.3;831.0,590.0;806.1,555.8;817.0,520.0
6#873.8,804.7;873.8,746.7;906.0,659.8;870.6,672.7;864.2,753.2;864.2,817.5;883.5,669.5;857.7,576.1;861.0,579.4;844.9,527.9;909.2,643.7;909.2,614.8;889.9,566.5;828.8,585.8;803.0,556.8;812.7,521.4
7#864.6,800.3;858.2,736.6;896.5,656.8;861.4,669.6;848.6,742.9;855.0,816.3;880.5,663.2;858.2,570.7;858.2,570.7;842.3,519.7;896.5,634.5;880.5,516.5;886.9,561.1;829.5,580.3;804.0,554.8;816.8,516.5
8#858.1,796.4;852.6,732.8;889.0,654.7;853.4,666.5;843.0,738.7;849.1,810.7;872.8,660.7;852.7,568.6;852.9,568.1;838.3,517.9;890.2,633.0;875.3,519.4;881.5,560.0;823.9,577.2;798.0,552.2;811.7,518.1
9#851.6,792.5;847.0,728.9;881.4,652.6;845.4,663.5;837.3,734.5;843.2,805.1;865.1,658.2;847.2,566.5;847.6,565.4;834.2,516.0;884.0,631.5;870.1,522.2;876.1,558.8;818.3,574.0;792.0,549.6;806.7,519.8
10#845.1,788.6;841.5,725.1;873.9,650.6;837.3,660.4;831.7,730.3;837.3,799.6;857.4,655.6;841.7,564.5;842.3,562.8;830.2,514.2;877.7,630.0;864.8,525.0;870.7,557.7;812.8,570.9;786.0,546.9;801.6,521.5
11#838.6,784.7;835.9,721.3;866.3,648.5;829.3,657.3;826.0,726.1;831.4,794.0;849.7,653.1;836.2,562.4;837.0,560.2;826.1,512.3;871.5,628.5;859.6,527.9;865.3,556.6;807.2,567.8;780.0,544.3;796.6,523.1
12#832.1,780.8;830.3,717.5;858.8,646.4;821.3,654.3;820.4,722.0;825.5,788.4;842.0,650.6;830.7,560.3;831.7,557.5;822.1,510.5;865.2,626.9;854.4,530.8;859.9,555.5;801.6,564.7;774.0,541.7;791.5,524.8
13#825.6,776.9;824.7,713.6;851.2,644.3;813.3,651.2;814.7,717.8;819.6,782.8;834.3,648.1;825.2,558.2;826.4,554.9;818.0,508.6;859.0,625.4;849.2,533.6;854.5,554.3;796.0,561.5;768.0,539.1;786.5,526.4
14#819.1,773.0;819.1,709.8;843.7,642.3;805.3,648.1;809.1,713.6;813.6,777.2;826.5,645.5;819.8,556.1;821.1,552.3;814.0,506.8;852.7,623.9;844.0,536.5;849.1,553.2;790.4,558.4;762.0,536.5;781.4,528.0
15#812.6,769.1;813.5,706.0;836.1,640.2;797.2,645.1;803.5,709.4;807.7,771.6;818.8,643.0;814.3,554.0;815.8,549.6;810.0,504.9;846.5,622.4;838.7,539.3;843.7,552.1;784.8,555.3;756.0,533.9;776.4,529.7
16#806.1,765.2;808.0,702.1;828.6,638.1;789.2,642.0;797.8,705.2;801.8,766.1;811.1,640.5;808.8,552.0;810.5,547.0;805.9,503.1;840.2,620.9;833.5,542.1;838.3,550.9;779.3,552.1;750.0,531.2;771.3,531.4
17#799.6,761.3;802.4,698.3;821.0,636.0;781.2,638.9;792.2,701.0;795.9,760.5;803.4,638.0;803.3,549.9;805.2,544.4;801.9,501.2;834.0,619.4;828.3,545.0;832.9,549.8;773.7,549.0;744.0,528.6;766.3,533.0
18#793.1,757.4;796.8,694.5;813.5,634.0;773.2,635.9;786.5,696.8;790.0,754.9;795.7,635.4;797.8,547.8;799.9,541.7;797.8,499.4;827.7,617.9;823.1,547.9;827.5,548.7;768.1,545.9;738.0,526.0;761.2,534.6
19#786.6,753.5;791.2,690.7;805.9,631.9;765.1,632.8;780.9,692.6;784.1,749.3;788.0,632.9;792.3,545.7;794.6,539.1;793.8,497.5;821.5,616.4;817.8,550.7;822.1,547.6;762.5,542.8;732.0,523.4;756.2,536.3
20#780.2,749.5;785.6,686.8;798.4,629.8;757.1,629.7;775.3,688.5;778.2,743.7;780.3,630.4;786.8,543.6;789.2,536.5;789.8,495.7;815.2,614.8;812.6,553.5;816.8,546.4;756.9,539.6;726.1,520.8;751.1,538.0
21#773.7,745.6;780.0,683.0;790.9,627.8;749.1,626.7;769.6,684.3;772.3,738.1;772.6,627.9;781.3,541.5;783.9,533.8;785.7,493.9;808.9,613.3;807.4,556.4;811.4,545.3;751.3,536.5;720.1,518.2;746.0,539.6
