1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#691.1,826.0;651.6,743.4;698.3,625.0;777.2,621.4;716.2,743.4;773.6,833.2;741.3,621.4;730.6,492.1;730.6,485.0;716.2,420.3;662.4,423.9;644.4,477.8;691.1,492.1;773.6,485.0;780.8,452.6;732.4,397.0
7#681.0,820.1;655.7,730.0;684.6,603.9;720.6,614.7;713.4,726.4;760.3,820.1;706.2,614.7;720.6,481.3;720.6,470.5;722.4,400.3;655.7,427.3;623.3,484.9;681.0,474.1;760.3,481.3;691.8,528.2;684.6,456.1
8#677.6,797.8;692.4,712.6;729.5,586.5;677.6,594.0;696.1,708.9;744.3,794.1;703.6,590.3;714.7,467.9;714.7,456.8;720.2,388.2;651.7,430.9;607.2,479.0;759.2,464.2;681.3,464.2;659.1,508.7;651.7,434.6
9#719.9,667.3;708.8,648.7;719.9,570.5;671.5,581.7;660.4,674.7;731.1,752.9;697.6,577.9;693.9,451.4;697.6,440.2;699.4,371.3;701.3,525.8;749.7,514.7;742.3,447.7;649.2,458.8;645.5,507.2;660.4,425.3
10#718.0,666.4;694.1,611.6;711.2,543.2;656.4,546.6;612.0,621.9;656.4,714.3;683.8,546.6;625.6,433.7;635.9,416.6;623.9,353.3;677.0,467.9;683.8,454.2;646.2,430.3;608.5,437.1;581.2,437.1;622.2,426.9
11#715.4,665.0;709.3,579.6;706.3,524.7;645.3,524.7;541.5,567.4;620.9,652.8;675.8,524.7;660.5,402.7;657.5,378.3;646.8,343.2;727.6,393.5;758.2,436.2;709.3,393.5;611.7,405.7;599.5,457.6;675.8,445.4
12#718.9,662.1;712.4,580.8;692.9,512.6;640.9,512.6;686.4,584.1;705.9,665.3;666.9,512.6;640.9,382.6;631.1,363.1;616.5,316.0;751.4,424.8;751.4,411.8;692.9,376.1;592.1,392.3;585.6,450.8;637.6,460.6
13#717.3,668.0;699.2,581.1;673.9,497.9;616.0,490.7;677.5,584.7;702.9,664.4;645.0,494.3;623.2,364.0;616.0,345.9;588.9,286.2;739.0,421.9;739.0,389.3;673.9,356.7;576.2,374.8;558.1,411.0;601.5,421.9
14#693.5,657.5;661.2,589.3;657.6,478.1;603.7,481.6;675.5,578.6;704.2,657.5;625.3,481.6;600.1,348.8;592.9,330.9;558.8,278.8;725.8,359.6;693.5,377.5;646.8,338.1;553.5,352.4;722.2,370.4;557.0,488.8
15#663.7,644.2;646.2,570.9;635.7,469.6;586.9,469.6;670.7,567.4;684.6,651.2;611.3,469.6;579.9,336.9;576.4,323.0;543.2,272.3;499.6,291.5;485.6,336.9;531.0,336.9;632.3,326.4;702.1,347.4;747.5,368.4
16#640.2,638.3;657.6,537.6;619.4,464.6;560.3,464.6;626.3,548.0;615.9,634.8;588.1,464.6;567.3,329.2;560.3,315.3;537.8,268.4;713.1,360.4;685.4,336.1;619.4,318.8;525.6,332.7;473.5,315.3;461.4,268.4
17#580.6,605.4;589.6,510.0;599.9,473.7;541.2,473.7;627.7,531.5;596.6,613.7;567.5,473.1;554.0,340.0;548.8,326.9;529.8,276.6;645.6,353.1;622.0,344.5;582.1,331.5;534.4,340.6;497.3,315.9;481.8,267.4
18#521.0,572.4;521.5,482.4;580.4,482.9;522.1,482.9;629.0,515.0;577.3,592.6;547.0,481.5;540.7,350.8;537.2,338.4;521.8,284.8;578.0,345.8;558.6,352.9;544.8,344.2;543.1,348.4;521.1,316.5;502.1,266.3
19#461.4,539.5;453.5,454.8;560.9,492.0;503.0,492.0;630.4,498.4;558.0,571.5;526.4,490.0;527.4,361.6;525.6,350.0;513.8,293.0;510.5,338.6;495.3,361.3;507.5,357.0;551.9,356.3;545.0,317.1;522.4,265.3
20#401.8,506.6;385.4,427.2;541.4,501.1;483.9,501.1;631.8,481.9;538.7,550.4;505.8,498.4;514.1,372.4;514.1,361.5;505.8,301.2;442.9,331.3;431.9,369.7;470.2,369.7;560.6,364.2;568.8,317.7;542.8,264.3
21#380.4,497.9;355.7,432.0;509.6,522.7;416.2,506.2;614.0,484.2;548.1,561.1;471.1,506.2;501.4,388.0;498.6,379.8;493.1,319.3;440.9,379.8;449.1,426.5;457.4,393.5;548.1,385.3;564.6,344.0;550.8,297.3
22#548.2,573.1;596.1,503.6;495.4,532.4;457.0,525.2;596.1,496.4;548.2,580.3;478.6,525.2;483.4,400.4;483.4,388.5;483.4,330.9;548.2,311.7;562.5,369.3;531.4,400.4;442.6,402.8;435.4,438.8;550.6,314.1
23#531.0,576.5;580.8,526.8;485.5,539.5;436.8,533.1;578.7,526.8;396.6,514.1;460.1,533.1;470.7,416.7;470.7,393.4;472.8,342.6;555.4,336.2;563.9,389.2;519.4,408.2;426.2,412.4;415.7,463.3;553.3,336.2
24#424.8,581.4;559.3,549.0;464.6,544.0;394.9,536.6;330.2,539.1;442.2,581.4;432.3,541.5;459.7,419.5;462.1,399.6;462.1,342.3;559.3,364.7;556.8,412.1;507.0,417.0;407.4,419.5;561.8,412.1;559.3,362.3
25#437.0,564.1;289.6,489.0;388.7,550.7;463.8,540.0;538.8,566.7;415.5,574.8;426.3,542.6;447.7,414.0;447.7,395.2;450.4,336.3;356.6,456.9;375.3,456.9;394.1,414.0;504.0,416.7;554.9,427.4;562.9,384.5
26#386.0,575.6;306.8,507.3;383.3,540.1;454.3,540.1;528.0,575.6;377.8,570.1;416.1,537.3;435.2,409.0;435.2,387.2;437.9,327.1;350.5,553.7;317.8,493.6;383.3,403.5;487.1,411.7;544.4,439.0;566.2,403.5
27#535.6,632.8;528.9,564.1;440.0,531.7;372.6,531.7;321.4,515.6;378.0,574.9;407.6,534.4;429.2,402.4;431.9,380.8;434.6,318.8;566.6,415.8;534.3,445.5;477.7,405.1;378.0,394.3;372.6,440.1;407.6,437.4
28#516.9,616.0;537.3,542.0;440.3,513.9;376.5,513.9;348.4,539.5;350.9,536.9;407.1,513.9;427.5,394.0;432.6,368.4;445.4,312.3;570.5,432.2;529.6,450.1;481.1,401.6;373.9,383.7;366.2,442.5;422.4,447.6
29#491.6,596.4;544.6,513.9;429.8,513.9;373.9,513.9;423.9,502.2;379.8,572.8;403.3,513.9;412.2,381.5;412.2,366.8;403.3,307.9;574.0,443.3;526.9,452.1;485.7,396.2;356.2,375.6;376.8,434.5;412.2,446.2
30#455.9,559.0;493.9,491.1;439.6,496.5;363.5,496.5;469.5,474.8;396.1,561.7;377.1,504.7;461.3,379.7;466.8,360.7;483.1,303.6;583.6,461.2;529.3,455.8;502.1,393.3;426.0,366.1;407.0,409.6;426.0,450.4
31#462.1,543.3;505.5,473.9;447.6,499.9;378.3,491.2;439.0,465.2;421.6,537.5;415.9,499.9;473.7,378.5;485.2,361.1;508.4,300.4;598.0,479.7;545.9,462.3;517.0,395.8;427.4,352.5;410.1,413.2;424.5,445.0
32#504.0,519.8;539.0,464.5;454.5,484.9;393.4,470.3;448.7,441.2;480.7,514.0;422.5,479.0;492.4,374.2;504.0,359.6;524.4,298.5;611.8,496.5;565.2,455.7;533.1,394.6;463.2,350.9;434.1,301.4;495.3,286.8
33#503.8,540.6;528.5,466.7;454.6,484.3;387.7,473.7;405.3,575.8;384.2,343.5;422.9,473.7;503.8,364.6;514.4,357.6;546.1,297.7;616.5,487.8;581.3,456.1;553.1,396.3;465.1,343.5;458.1,290.7;510.9,248.4
34#524.6,578.2;548.7,492.2;486.7,488.7;407.6,481.9;417.9,571.3;428.2,585.1;445.4,485.3;521.1,368.3;528.0,358.0;559.0,296.0;603.7,454.3;617.5,457.8;569.3,392.4;479.8,340.8;483.3,282.3;510.8,220.3
35#538.2,582.0;584.4,515.9;501.9,489.5;412.7,492.8;429.2,582.0;439.1,568.8;449.0,489.5;538.2,364.0;541.5,354.1;571.2,294.6;620.8,426.7;643.9,436.6;584.4,393.7;498.6,334.3;498.6,278.1;501.9,222.0
36#548.4,590.9;586.3,527.7;519.9,489.8;425.1,480.3;444.0,568.8;447.2,578.3;478.8,489.8;551.6,356.9;554.7,353.8;580.0,293.7;649.6,401.2;668.6,410.7;599.0,382.2;510.4,331.7;485.1,290.5;507.3,233.6
37#547.7,581.9;587.7,548.1;544.6,495.7;483.1,495.7;430.7,486.5;458.4,551.1;510.8,495.7;556.9,351.1;556.9,341.8;581.6,286.4;609.3,326.4;673.9,369.5;606.2,366.5;510.8,338.8;473.8,304.9;513.8,258.7
38#556.6,581.4;589.7,572.3;511.3,484.9;568.6,481.9;589.7,572.3;562.6,575.3;538.5,481.9;562.6,349.2;562.6,334.1;565.6,273.8;520.4,270.8;671.2,334.1;511.3,340.1;517.4,340.1;668.1,337.1;514.4,276.8
39#569.1,640.7;588.8,578.7;582.7,478.9;531.3,475.9;470.9,497.1;519.3,560.6;558.6,478.9;564.6,339.8;561.6,330.8;563.1,265.8;617.5,259.7;655.3,309.6;610.0,336.8;516.2,345.9;464.8,345.9;479.9,475.9
40#583.1,628.4;612.2,556.4;592.1,476.5;537.9,475.8;474.9,487.3;539.2,573.6;566.7,476.5;565.4,339.8;562.1,332.4;563.1,267.8;631.3,249.0;652.5,302.3;611.7,332.4;517.1,347.8;494.9,353.2;508.9,439.8
41#597.0,616.0;635.6,534.0;601.6,474.1;544.4,475.8;479.0,477.5;559.1,586.7;574.9,474.1;566.2,339.7;562.5,334.1;563.0,269.7;645.2,238.4;649.8,295.0;613.3,328.1;518.1,349.8;524.9,360.4;538.0,403.8
42#611.0,603.7;659.0,511.7;611.0,471.7;551.0,475.7;483.0,467.7;579.0,599.7;583.0,471.7;567.0,339.7;563.0,335.7;563.0,271.7;659.0,227.7;647.0,287.7;615.0,323.7;519.0,351.7;555.0,367.7;567.0,367.7
43#638.7,558.7;671.3,464.2;615.9,467.5;557.3,470.8;547.5,464.2;599.6,548.9;589.9,467.5;576.8,340.5;576.8,330.7;570.3,268.9;674.5,236.3;661.5,298.2;628.9,324.2;524.7,356.8;537.8,395.9;674.5,239.6
44#652.5,526.6;668.8,428.8;619.9,456.0;565.6,458.7;554.7,483.1;595.5,561.9;590.1,456.0;579.2,347.3;579.2,331.0;581.9,273.9;675.6,259.0;690.6,306.5;636.2,333.7;530.3,358.2;527.6,415.2;565.6,401.6
45#653.8,517.0;668.2,415.9;624.9,456.3;567.1,459.2;561.3,488.1;598.9,571.8;593.1,456.3;590.2,343.6;590.2,332.1;581.6,271.4;688.4,277.2;700.0,329.2;642.2,332.1;538.2,363.9;529.6,413.0;572.9,392.7
46#650.4,522.2;681.0,430.3;636.5,452.6;575.2,455.4;561.3,486.0;608.6,569.5;603.0,452.6;591.9,349.5;591.9,330.0;582.1,270.1;692.2,302.2;700.5,346.7;644.8,335.6;541.8,360.7;525.1,416.4;561.3,396.9
47#664.9,553.7;687.2,454.3;630.1,444.4;572.9,454.3;572.9,461.7;605.2,551.2;597.8,451.8;592.8,349.9;592.8,320.1;584.1,289.1;694.7,322.6;702.1,364.9;647.5,337.5;540.6,359.9;518.3,422.0;563.0,402.1
48#671.1,584.7;690.4,485.4;638.0,468.8;580.0,471.6;580.0,548.8;585.6,526.7;604.9,468.8;593.8,350.2;593.8,322.7;586.9,282.7;698.6,350.2;704.1,380.6;649.0,342.0;541.4,361.3;513.9,421.9;563.5,405.4
49#672.2,618.1;692.4,520.7;638.6,473.6;578.1,473.6;564.6,520.7;658.7,618.1;605.0,473.6;598.2,356.0;594.9,332.4;596.6,283.7;702.4,376.1;702.4,399.7;652.0,349.2;544.5,359.3;504.1,416.5;531.0,406.4
50#676.5,647.7;676.5,552.9;641.4,479.1;585.2,482.6;648.4,556.4;655.4,644.2;613.3,482.6;599.2,359.7;599.2,338.7;594.0,284.2;704.6,391.3;697.5,415.9;655.4,356.2;546.5,359.7;497.4,401.9;550.1,412.4
51#677.7,655.1;660.0,566.6;635.2,481.6;575.0,481.6;624.6,570.2;656.4,655.1;603.3,481.6;603.3,357.7;599.8,343.5;590.9,281.6;706.0,407.3;698.9,425.0;656.4,361.2;550.2,357.7;497.1,382.5;468.8,382.5
52#660.0,658.3;656.4,563.7;634.6,480.0;576.3,472.7;620.0,574.6;641.8,654.7;605.5,472.7;605.5,363.6;605.5,349.0;592.7,285.3;707.3,421.8;696.4,432.7;660.0,367.2;550.9,356.3;499.9,381.8;521.8,341.7
53#633.9,644.8;651.5,556.7;633.9,475.6;584.6,472.1;598.7,574.3;605.7,651.9;609.2,475.6;612.8,366.3;609.2,352.2;596.9,290.5;686.8,443.9;697.4,443.9;665.6,373.3;559.9,359.2;507.0,369.8;524.6,324.0
54#619.7,629.1;650.8,535.6;643.9,487.2;588.5,483.7;578.1,511.4;598.9,604.9;616.2,487.2;612.7,372.9;609.3,362.5;597.1,295.0;671.6,452.5;695.8,452.5;664.7,379.8;564.3,366.0;522.7,376.3;526.2,338.3
55#625.9,593.7;657.1,515.7;650.9,478.2;597.8,478.2;576.0,525.0;594.7,612.4;622.8,478.2;616.6,381.4;613.4,362.7;608.8,311.2;700.8,500.0;697.7,453.2;666.5,384.6;566.6,375.2;529.2,403.3;535.4,362.7
56#628.4,579.6;634.7,538.1;663.5,496.6;596.4,499.8;574.1,566.8;596.4,646.6;631.6,499.8;618.8,391.3;615.6,368.9;614.0,316.3;701.8,496.6;708.1,458.3;673.0,394.4;564.5,384.9;535.8,423.2;558.2,461.5
57#696.6,588.3;646.0,561.3;673.0,514.1;608.9,527.6;571.8,584.9;595.4,679.4;635.9,517.5;615.7,399.4;612.3,379.2;620.7,337.0;679.8,477.0;723.6,453.4;669.7,396.1;558.3,396.1;528.0,436.5;575.2,450.0
58#692.9,606.0;657.5,591.8;675.2,513.9;615.0,528.1;593.7,613.1;597.3,701.6;646.9,517.5;622.1,400.6;618.5,379.4;609.7,331.6;689.3,432.5;738.9,439.6;678.7,397.1;569.0,404.2;544.2,453.7;533.5,443.1
59#702.1,631.8;676.6,602.6;676.6,511.5;607.4,522.4;603.7,624.5;600.1,711.9;647.5,511.5;622.0,402.2;622.0,383.9;605.6,334.7;705.8,409.5;742.2,413.1;676.6,391.2;570.9,413.1;552.7,467.8;534.5,456.8
60#687.8,633.3;665.8,552.7;673.2,512.3;618.2,519.7;603.5,615.0;618.2,706.6;640.2,516.0;621.8,402.4;618.2,395.0;601.7,334.5;697.0,341.9;735.5,380.4;676.8,387.7;570.5,417.0;548.5,486.7;541.2,475.7
61#686.4,665.8;667.4,571.0;675.0,517.9;629.5,525.5;591.6,601.3;637.1,688.6;652.3,521.7;625.7,407.9;621.9,400.3;599.2,339.6;692.1,307.4;724.3,354.8;675.0,392.7;572.6,426.9;546.1,495.1;534.7,506.5
62#680.2,676.7;669.3,585.7;669.3,527.4;611.0,534.7;578.3,578.4;629.3,654.9;640.2,531.0;618.3,414.5;614.7,407.2;592.8,345.2;693.0,328.9;720.3,359.8;665.7,392.6;567.3,436.3;545.5,505.5;534.5,534.7
63#685.0,707.8;681.4,612.8;663.1,539.7;593.7,547.0;641.2,627.4;663.1,711.4;633.9,539.7;608.3,422.8;604.6,411.8;584.5,351.5;708.8,351.5;721.6,382.6;659.4,397.2;557.1,441.0;542.5,499.5;535.2,561.6
