1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#NULL
9#NULL
10#NULL
11#NULL
12#NULL
13#NULL
14#NULL
15#NULL
16#NULL
17#NULL
18#NULL
19#NULL
20#NULL
21#NULL
22#NULL
23#NULL
24#NULL
25#607.1,699.4;597.7,658.4;632.3,608.0;569.3,608.0;563.0,655.3;610.3,734.1;597.7,608.0;629.2,491.2;629.2,491.2;651.3,428.2;689.1,450.2;695.4,494.4;663.9,497.6;591.3,478.6;563.0,525.9;537.7,579.6
26#574.9,674.4;558.0,629.5;617.0,609.8;558.0,604.2;541.2,629.5;580.5,708.1;583.3,604.2;619.8,489.1;619.8,489.1;642.3,427.3;684.4,461.0;687.2,503.1;653.5,500.3;574.9,475.0;552.4,522.8;580.5,517.1
27#581.6,680.7;568.0,629.8;612.5,603.0;555.0,596.3;550.9,628.2;585.8,706.2;580.3,597.3;617.5,482.7;617.5,481.6;640.1,419.5;685.9,470.7;686.6,508.4;653.9,495.1;572.8,468.3;548.8,515.4;578.0,511.7
28#588.3,687.1;578.1,630.1;608.1,596.2;552.1,588.3;560.7,627.0;591.0,704.3;577.3,590.4;615.1,476.3;615.1,474.2;637.9,411.7;687.3,480.4;686.0,513.6;654.2,490.0;570.7,461.7;545.3,508.1;575.4,506.4
29#595.0,693.4;588.1,630.5;603.6,589.4;549.1,580.4;570.4,625.8;596.2,702.5;574.3,583.5;612.8,469.8;612.8,466.7;635.8,403.8;688.8,490.1;685.5,518.9;654.6,484.8;568.5,455.0;541.7,500.7;572.9,501.0
30#601.7,699.7;598.2,630.8;599.1,582.6;546.2,572.5;580.1,624.5;601.5,700.6;571.3,576.6;610.5,463.4;610.5,459.2;633.6,396.0;690.2,499.8;684.9,524.2;655.0,479.6;566.4,448.3;538.1,493.3;570.4,495.6
31#608.4,706.1;608.2,631.1;594.7,575.8;543.2,564.5;589.9,623.2;606.8,698.7;568.3,569.7;608.1,457.0;608.1,451.8;631.4,388.2;691.6,509.5;684.3,529.4;655.3,474.5;564.3,441.7;534.6,486.0;567.8,490.3
32#615.1,712.4;618.3,631.4;590.2,569.0;540.3,556.6;599.6,622.0;612.0,696.8;565.3,562.8;605.8,450.6;605.8,444.3;629.2,380.4;693.1,519.2;683.7,534.7;655.7,469.3;562.2,435.0;531.0,478.6;565.3,484.9
33#615.2,712.6;618.3,631.5;590.2,569.0;540.3,556.6;596.4,622.1;612.0,697.0;565.2,562.8;605.8,453.6;605.8,444.2;629.2,380.2;693.2,519.1;683.8,534.7;655.7,469.2;562.1,434.8;530.9,478.5;565.2,484.8
34#607.7,724.6;607.7,644.1;597.6,563.7;547.3,550.3;601.0,644.1;597.6,704.5;570.8,553.6;614.4,442.9;614.4,432.9;632.8,364.1;715.0,520.1;694.9,520.1;664.7,459.7;570.8,422.8;547.3,473.1;570.8,486.5
