1#868.8,632.0;868.8,534.0;966.8,555.3;949.8,563.8;949.8,683.1;988.2,789.7;954.1,559.6;894.4,444.5;894.4,444.5;868.8,384.8;847.5,346.5;894.4,384.8;924.2,431.7;864.6,453.0;809.2,440.2;792.1,397.6
2#960.7,770.6;863.9,539.1;952.2,556.0;939.6,564.4;948.0,686.4;990.1,787.5;948.0,564.4;893.3,446.5;893.3,446.5;868.1,383.4;847.0,345.5;893.3,387.6;927.0,438.1;859.6,455.0;804.9,442.3;792.3,400.2
3#953.9,766.4;862.8,540.8;958.3,558.1;932.2,566.8;940.9,688.3;984.3,792.5;945.2,566.8;888.8,449.6;884.5,449.6;862.8,384.5;845.4,349.8;893.2,393.2;923.5,445.3;854.1,454.0;802.0,449.6;793.4,401.9
4#946.3,770.7;907.6,680.4;946.3,564.4;911.9,573.0;933.4,693.3;980.7,792.2;929.1,568.7;886.1,448.3;881.9,448.3;860.4,388.1;843.2,353.7;890.4,392.4;920.5,448.3;851.8,456.9;800.2,456.9;795.9,409.6
5#931.2,775.9;901.9,679.4;927.1,562.0;897.7,562.0;910.3,687.8;960.6,784.3;910.3,562.0;876.7,444.5;876.7,440.3;851.5,377.4;872.5,465.5;897.7,465.5;914.5,440.3;843.1,444.5;797.0,461.3;792.8,415.1
6#926.5,764.3;882.1,671.6;914.4,554.7;882.1,558.7;866.0,675.6;942.6,764.3;898.2,554.7;862.0,429.7;866.0,429.7;841.8,369.3;813.6,429.7;886.1,466.0;898.2,429.7;833.7,429.7;789.4,462.0;789.4,421.7
7#897.0,721.4;852.6,651.1;900.7,543.7;867.4,547.4;834.0,651.1;911.8,728.8;885.9,543.7;852.6,425.2;852.6,417.8;826.6,354.8;826.6,425.2;871.1,458.5;885.9,414.1;819.2,428.9;778.5,465.9;785.9,421.5
8#857.1,674.0;825.8,607.8;888.5,534.6;846.7,545.1;801.4,625.2;871.1,701.9;864.1,541.6;836.2,416.2;832.7,405.7;817.1,344.7;811.8,412.7;857.1,458.0;874.6,409.2;794.4,419.6;763.1,464.9;787.4,416.2
9#853.1,659.4;806.7,579.9;876.3,530.2;833.2,536.8;763.7,593.2;826.6,662.7;849.8,533.5;813.3,407.7;813.3,404.3;801.8,336.4;859.7,381.2;899.5,407.7;856.4,394.4;773.6,417.6;737.2,464.0;760.3,434.2
10#850.9,666.0;801.0,586.2;857.6,529.6;807.6,532.9;721.1,559.5;791.0,632.8;834.3,532.9;797.6,403.1;794.3,399.8;792.7,331.6;847.6,369.8;907.5,389.8;840.9,389.8;754.4,409.8;704.5,449.7;731.1,429.7
