1#1028.8,841.8;1028.8,850.9;1013.6,771.9;952.9,787.1;883.0,853.9;992.4,841.8;986.3,784.1;922.5,662.6;925.6,662.6;901.3,607.9;931.6,553.2;959.0,595.8;965.0,650.4;877.0,674.7;843.6,632.2;822.3,580.6
2#992.6,797.7;1029.2,852.6;1010.9,773.4;953.0,788.6;988.1,872.4;992.6,840.4;986.5,785.6;925.6,663.6;925.6,663.6;901.2,608.7;931.7,553.8;959.1,593.5;965.2,651.4;876.8,672.7;843.3,630.1;821.9,581.3
3#1025.2,819.6;1031.2,852.8;1013.1,780.3;952.7,792.4;973.8,852.8;928.5,768.2;985.9,786.4;922.5,662.6;925.5,662.6;901.4,608.2;931.6,553.9;961.8,596.1;964.8,650.5;877.2,671.6;844.0,632.4;822.9,581.0
4#1019.2,806.6;1028.3,851.9;1001.1,782.4;946.7,791.5;886.3,848.9;828.8,577.0;976.9,788.5;922.5,661.6;922.5,661.6;901.4,607.2;934.6,552.8;961.8,595.1;964.8,649.5;877.2,673.7;844.0,631.4;822.8,583.0
5#1013.7,816.2;1022.6,848.9;995.8,780.5;939.3,792.4;894.7,848.9;888.7,860.8;969.1,789.4;918.5,661.5;921.5,658.5;897.7,605.0;933.4,551.4;963.1,596.1;963.1,649.6;876.8,670.4;841.1,631.8;823.3,581.2
6#953.5,684.5;987.9,868.9;983.4,786.5;920.5,792.5;898.0,868.9;890.5,819.4;953.5,795.5;917.5,651.5;917.5,651.5;896.5,594.6;935.5,549.6;965.5,591.6;959.5,642.6;875.5,660.5;833.5,630.6;821.5,579.6
7#975.1,839.7;964.7,868.1;963.2,783.0;909.4,786.0;904.9,868.1;942.3,756.1;936.3,786.0;915.4,642.6;912.4,639.6;894.5,579.9;933.3,547.1;972.1,591.9;957.2,639.6;867.6,648.6;828.8,624.7;819.8,579.9
8#935.6,837.1;937.1,865.1;944.5,781.2;891.5,781.2;878.2,865.1;862.0,769.4;918.0,781.2;906.2,631.1;906.2,628.2;891.5,572.2;935.6,548.7;976.8,592.8;953.3,634.0;862.0,637.0;820.8,619.3;817.9,578.1
9#935.9,755.3;910.7,863.5;921.1,767.2;867.7,776.0;845.5,863.5;855.9,767.2;894.4,767.2;894.4,624.9;891.4,619.0;879.6,559.8;935.9,553.8;974.4,601.2;938.9,624.9;850.0,627.9;811.4,613.1;817.4,580.5
10#922.1,740.2;866.2,790.5;905.3,759.8;846.7,757.0;816.0,773.7;810.4,846.3;871.8,757.0;874.6,617.4;871.8,609.1;855.1,547.7;936.0,558.8;966.7,603.5;922.1,614.6;829.9,623.0;802.0,614.6;813.2,581.1
