1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#NULL
9#NULL
10#NULL
11#NULL
12#NULL
13#NULL
14#NULL
15#NULL
16#NULL
17#NULL
18#533.7,422.3;694.3,468.5;623.7,441.7;558.0,441.7;504.5,366.3;502.0,449.0;589.7,436.9;594.5,317.6;592.1,305.5;589.7,251.9;657.8,244.6;672.4,305.5;635.9,312.8;550.7,322.5;560.4,363.9;592.1,334.7
19#661.4,533.4;657.9,445.5;592.2,443.1;533.6,426.7;484.3,361.0;482.0,445.5;561.8,438.4;573.5,316.5;573.5,300.1;571.1,248.4;657.9,257.8;660.3,314.1;615.7,314.1;528.9,316.5;528.9,365.7;550.0,344.6
20#621.1,534.1;641.0,441.8;568.7,444.3;506.4,429.3;464.0,381.9;466.5,454.3;538.8,436.8;548.8,314.6;548.8,299.6;550.0,243.5;653.5,272.2;646.0,324.6;596.2,312.1;503.9,314.6;503.9,362.0;476.4,352.0
21#587.9,548.7;607.5,451.0;532.1,456.6;484.6,439.8;448.3,392.3;451.1,470.5;509.7,445.4;526.5,322.5;529.3,303.0;525.1,245.7;646.6,294.6;629.8,339.3;576.7,325.3;476.2,314.1;462.2,325.3;498.5,328.1
22#587.2,562.7;578.5,461.2;508.8,455.4;456.6,446.6;433.4,411.8;445.0,498.9;482.7,449.5;508.8,327.6;511.7,316.0;513.2,256.5;642.3,321.8;613.3,359.6;561.1,336.4;462.4,310.2;427.6,310.2;482.7,295.7
23#582.9,572.3;563.1,470.5;498.0,462.0;441.4,459.1;427.2,442.2;452.7,532.7;466.8,462.0;495.1,334.6;495.1,320.5;493.7,259.6;639.5,343.1;599.8,377.1;548.9,343.1;452.7,320.5;410.2,297.8;459.8,265.3
24#568.2,564.8;564.7,470.5;484.3,470.5;431.9,467.0;470.4,564.8;456.4,554.3;456.4,474.0;484.3,341.2;487.8,327.2;491.3,267.8;634.6,365.7;589.2,393.6;533.3,355.2;438.9,327.2;417.9,274.8;438.9,222.4
25#549.9,551.7;568.4,440.5;478.8,477.5;429.4,474.4;460.3,588.8;454.1,579.5;454.1,477.5;485.0,350.8;485.0,338.5;491.2,273.6;636.4,387.9;587.0,406.5;531.4,363.2;435.6,329.2;417.0,279.8;430.9,241.2
26#540.5,526.0;558.8,443.9;494.9,480.4;437.1,477.3;434.1,498.6;461.5,599.0;461.5,477.3;488.8,352.6;488.8,340.5;494.9,276.6;634.8,404.3;580.1,422.6;534.4,367.9;443.2,328.3;412.8,282.7;423.4,253.8
27#541.8,506.3;560.5,428.3;501.3,478.2;442.0,481.3;445.2,525.0;460.7,612.2;470.1,478.2;498.2,353.5;498.2,341.0;504.4,275.6;632.2,419.0;582.3,428.3;544.9,372.2;451.4,331.7;410.9,303.6;415.5,264.7
28#556.2,497.4;569.7,433.5;512.5,473.9;458.7,477.2;455.3,551.2;465.4,635.3;485.6,473.9;509.1,356.2;509.1,339.3;515.9,275.4;640.3,436.9;586.5,436.9;559.6,373.0;462.1,339.3;408.2,325.9;411.6,272.1
