1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#NULL
9#690.2,663.3;639.9,594.1;655.6,534.3;602.1,546.9;542.4,581.5;602.1,657.0;627.3,543.7;583.3,421.0;580.1,411.6;553.4,347.1;617.9,458.8;652.5,446.2;621.0,408.4;542.4,430.5;520.3,465.1;542.4,449.3
10#684.2,668.0;632.1,594.5;641.3,524.2;583.2,533.3;528.1,533.3;564.8,612.9;613.8,530.3;564.8,410.9;561.7,398.7;540.3,337.5;671.9,450.7;638.3,435.4;604.6,392.6;522.0,417.0;469.9,435.4;488.3,432.3
11#660.1,661.7;615.5,587.4;615.3,524.9;558.4,532.7;510.3,531.5;539.7,607.8;588.2,530.3;544.7,414.9;541.9,402.9;523.5,342.1;650.0,439.2;619.9,431.4;585.3,398.0;501.7,420.6;455.9,441.3;475.8,438.6
12#636.0,655.5;599.0,580.3;589.3,525.6;533.6,532.1;492.5,529.8;514.6,602.7;562.6,530.3;524.5,418.9;522.1,407.0;506.6,346.6;628.2,427.7;601.5,427.4;565.9,403.4;481.3,424.2;442.0,447.2;463.3,444.8
13#611.9,649.2;582.4,573.2;563.2,526.3;508.8,531.5;474.7,528.0;489.5,597.6;537.0,530.4;504.4,422.8;502.3,411.2;489.8,351.2;606.3,416.2;583.0,423.4;546.6,408.9;461.0,427.8;428.0,453.1;450.7,451.1
14#587.8,643.0;565.8,566.1;537.2,527.0;484.0,530.9;456.9,526.2;464.4,592.5;511.4,530.4;484.2,426.8;482.5,415.4;472.9,355.8;584.5,404.7;564.6,419.4;527.3,414.3;440.7,431.4;414.0,459.0;438.2,457.3
15#563.7,636.7;549.3,558.9;511.2,527.7;459.1,530.3;439.0,524.5;439.4,587.5;485.9,530.4;464.1,430.8;462.7,419.5;456.1,360.3;562.6,393.1;546.2,415.5;507.9,419.7;420.3,434.9;400.1,465.0;425.7,463.6
16#539.6,630.5;532.7,551.8;485.2,528.4;434.3,529.7;421.2,522.7;414.3,582.4;460.3,530.4;443.9,434.8;442.9,423.7;439.2,364.9;540.8,381.6;527.8,411.5;488.6,425.1;400.0,438.5;386.1,470.9;413.2,469.8
17#515.5,624.2;516.1,544.7;459.1,529.1;409.5,529.1;403.4,520.9;389.2,577.3;434.7,530.5;423.8,438.7;423.1,427.9;422.4,369.5;518.9,370.1;509.3,407.5;469.3,430.6;379.7,442.1;372.1,476.8;400.6,476.1
18#491.4,618.0;499.6,537.6;433.1,529.8;384.7,528.5;385.6,519.2;364.1,572.2;409.1,530.5;403.6,442.7;403.3,432.0;405.5,374.0;497.1,358.6;490.9,403.5;449.9,436.0;359.3,445.7;358.2,482.7;388.1,482.3
19#467.3,611.7;483.0,530.5;407.1,530.5;359.9,527.9;367.8,517.4;339.0,567.1;383.5,530.5;383.5,446.7;383.5,436.2;388.7,378.6;475.2,347.1;472.5,399.5;430.6,441.4;339.0,449.3;344.2,488.6;375.6,488.6
