1#NULL
2#860.9,729.2;895.7,663.0;1003.7,680.4;961.9,694.3;961.9,802.3;860.9,732.7;975.8,683.9;920.1,544.6;923.6,558.5;923.6,485.4;880.0,441.9;927.0,485.4;965.4,534.2;871.3,551.6;815.6,513.3;777.3,454.1
3#860.0,740.1;887.6,643.6;994.5,674.6;946.3,685.0;935.9,798.8;856.6,733.2;967.0,678.1;915.2,540.1;911.8,547.0;918.7,478.0;853.1,433.2;911.8,457.3;963.5,529.7;870.4,547.0;815.2,515.9;777.2,457.3
4#855.2,731.8;865.3,641.2;976.0,661.3;932.4,671.4;902.2,782.1;930.7,840.8;949.1,664.6;912.2,530.4;915.6,537.1;902.2,470.0;851.8,436.5;898.8,460.0;955.9,513.7;868.6,540.5;811.6,513.7;778.0,460.0
5#869.5,708.5;845.3,638.9;960.3,660.1;924.0,672.2;845.3,638.9;857.4,720.6;945.1,660.1;902.8,520.9;902.8,523.9;890.7,454.3;843.8,434.7;887.7,463.4;948.2,505.8;860.4,536.0;806.0,517.9;775.7,463.4
6#854.5,721.9;834.2,644.1;939.2,633.9;898.5,644.1;810.5,725.3;898.5,813.3;922.2,640.7;891.8,512.1;888.4,508.7;871.5,437.6;847.8,444.4;885.0,457.9;932.4,495.1;847.8,525.6;793.6,518.8;773.3,468.1
7#845.7,751.4;825.7,648.2;922.2,608.3;892.3,621.6;772.4,681.5;859.0,764.7;902.2,618.2;875.6,501.8;869.0,495.1;850.7,420.2;878.9,458.5;885.6,478.5;922.2,485.1;832.4,518.4;782.4,525.1;772.4,471.8
8#836.5,734.7;799.1,643.0;894.2,595.4;867.1,602.2;741.4,639.6;819.5,731.3;877.2,595.4;843.3,486.7;839.9,479.9;812.7,412.0;863.7,456.1;928.2,469.7;887.4,462.9;809.3,510.5;765.2,524.1;765.2,479.9
9#837.9,749.3;802.7,661.4;873.0,584.1;848.4,587.7;707.9,594.7;760.6,679.0;844.9,584.1;816.8,468.2;813.3,461.2;779.9,389.1;908.1,454.1;918.7,464.7;862.5,443.6;774.6,489.3;743.0,524.4;753.5,475.2
10#836.8,752.6;808.8,661.6;847.2,577.6;787.8,581.1;682.8,553.1;710.8,640.6;822.8,577.6;784.2,458.6;780.8,451.6;758.0,379.9;878.8,423.6;903.2,448.1;833.2,441.1;735.2,483.1;717.8,525.1;749.2,546.1
11#835.6,755.6;817.3,660.1;817.3,572.0;758.5,572.0;681.4,516.9;677.7,605.0;787.9,572.0;754.8,447.1;751.2,443.5;738.3,379.2;879.7,439.8;846.6,425.1;806.2,428.8;696.1,469.2;666.7,527.9;677.7,594.0
12#826.4,757.8;803.5,654.4;792.0,566.4;726.9,566.4;650.4,509.0;661.8,597.0;757.5,566.4;726.9,440.0;726.9,440.0;709.7,365.4;815.0,386.5;803.5,405.6;776.7,417.1;673.3,459.2;658.0,516.6;589.1,455.4
13#809.1,744.1;783.3,648.2;768.5,563.4;709.5,567.1;628.4,530.2;657.9,611.4;739.0,563.4;702.2,427.0;705.8,430.7;691.1,353.2;755.6,340.3;779.6,364.3;753.8,408.5;654.2,441.7;602.6,438.0;613.7,382.7
14#784.6,732.8;756.6,635.0;742.6,565.1;683.2,568.6;616.8,554.6;651.8,638.5;714.7,568.6;679.7,418.3;679.7,428.8;672.7,355.4;705.9,343.2;733.9,350.2;725.2,400.9;630.8,432.3;567.9,411.3;580.2,343.2
15#748.8,698.5;727.6,617.1;713.4,571.1;656.8,571.1;603.7,574.6;653.2,656.0;685.1,571.1;653.2,422.5;653.2,429.5;653.2,358.8;655.0,335.8;695.7,348.1;699.2,404.8;600.1,429.5;550.6,401.2;555.9,335.8
16#713.1,668.7;700.2,600.9;690.5,578.3;629.2,591.2;574.2,581.5;638.8,655.8;658.2,584.7;632.4,439.4;632.4,436.1;632.4,368.3;646.9,350.5;671.2,365.1;684.1,420.0;583.9,439.4;525.8,416.7;548.4,361.8
17#691.2,650.6;678.0,580.9;661.6,586.7;599.8,591.7;544.1,571.6;592.6,628.4;629.1,587.3;610.1,448.7;609.2,445.6;611.0,380.4;645.2,359.4;666.0,389.1;662.8,433.9;561.4,451.4;530.9,429.0;558.7,376.0
18#669.2,632.6;655.9,560.8;632.6,595.2;570.4,592.1;513.9,561.6;546.3,601.0;600.1,590.0;587.9,457.9;586.0,455.0;589.7,392.4;643.6,368.3;660.7,413.2;641.4,447.9;539.0,463.4;535.9,441.3;568.9,390.3
19#647.3,614.5;633.7,540.8;603.7,603.6;541.0,592.6;483.8,551.7;500.1,573.6;571.0,592.6;565.6,467.2;562.8,464.5;568.3,404.5;641.9,377.2;655.5,437.2;620.1,461.8;516.5,475.4;541.0,453.6;579.2,404.5
20#651.1,640.1;629.2,557.2;570.6,584.0;507.2,576.7;456.0,537.6;460.8,613.3;538.9,576.7;543.8,471.8;546.2,462.0;548.7,408.3;652.3,387.6;648.7,449.8;597.4,474.2;497.4,469.3;499.9,518.1;536.5,479.1
21#657.1,658.5;618.7,574.0;541.8,591.9;480.4,591.9;426.6,535.6;424.1,599.6;511.1,591.9;518.8,471.6;521.4,458.8;526.5,399.9;639.1,407.6;639.1,466.4;570.0,471.6;472.7,463.9;488.1,502.3;511.1,481.8
22#646.0,658.1;600.0,574.1;521.4,601.2;459.1,595.8;413.0,538.9;423.9,622.9;488.9,595.8;505.1,460.3;505.1,452.2;511.9,385.8;613.5,449.5;616.2,476.6;559.3,460.3;453.7,457.6;467.2,460.3;505.1,473.9
23#627.1,648.0;589.7,565.2;509.6,586.5;456.2,594.6;400.2,565.2;416.2,650.6;480.3,583.9;488.3,455.7;491.0,442.4;500.3,385.0;624.5,455.7;600.4,485.1;544.4,458.4;440.2,445.0;469.6,445.0;491.0,458.4
24#590.6,633.0;572.0,542.7;505.6,574.6;444.6,571.9;399.5,574.6;423.4,667.5;473.8,571.9;481.7,441.9;484.4,431.3;493.7,379.5;627.7,465.8;585.3,487.0;529.5,452.5;436.6,428.6;449.9,457.8;484.4,457.8
25#559.2,601.4;556.3,508.6;505.7,556.4;460.7,542.4;401.7,576.1;424.2,683.0;483.2,548.0;486.0,432.7;486.0,424.3;495.9,366.6;632.3,466.4;590.1,486.1;545.1,446.8;438.2,421.4;592.9,486.1;629.5,469.3
26#539.8,575.7;556.2,496.9;507.0,542.9;451.2,539.6;405.2,588.8;428.2,697.1;480.7,536.3;490.5,424.7;493.8,418.2;498.8,354.2;628.4,477.2;585.7,490.4;546.3,441.2;451.2,401.8;447.9,382.1;485.6,354.2
27#545.4,546.8;548.9,485.1;511.1,529.6;452.9,529.6;418.6,615.3;432.3,711.3;483.7,529.6;504.3,416.5;507.7,406.2;516.3,336.0;641.4,481.6;586.6,488.5;555.7,433.6;459.7,395.9;449.4,354.8;495.7,336.0
28#639.0,517.3;567.1,462.6;515.7,517.3;464.4,520.8;440.4,616.6;433.6,712.5;491.8,517.3;519.2,397.5;519.2,394.1;524.3,334.2;673.2,490.0;594.5,479.7;570.5,418.1;474.7,370.1;469.5,341.0;490.1,334.2
29#562.5,540.3;592.3,477.0;517.8,506.8;469.4,506.8;458.2,611.1;435.8,707.9;491.7,506.8;532.7,380.1;532.7,380.1;549.4,311.2;659.3,469.5;618.4,465.8;581.1,406.2;488.0,346.6;482.4,318.7;532.7,328.0
