1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#NULL
9#NULL
10#NULL
11#NULL
12#NULL
13#NULL
14#NULL
15#NULL
16#NULL
17#NULL
18#NULL
19#NULL
20#694.5,553.1;698.5,486.5;636.0,506.7;581.6,510.7;585.6,496.6;523.2,534.9;609.8,508.7;611.9,409.9;611.9,401.9;614.9,354.5;710.6,377.7;700.5,403.9;648.1,409.9;573.6,407.9;587.7,436.1;605.8,426.1
21#697.5,568.6;685.6,499.1;630.0,507.0;576.4,507.0;532.8,483.2;554.6,540.8;604.2,507.0;606.2,411.8;606.2,399.9;609.2,355.2;713.4,395.9;701.5,417.7;645.9,409.8;562.6,405.8;578.4,439.6;594.3,429.7
22#703.1,581.0;681.4,506.0;620.2,500.1;572.8,500.1;622.2,492.2;566.9,559.3;594.5,502.0;602.4,405.3;604.4,391.4;609.4,364.8;715.0,411.2;689.3,429.0;643.9,407.2;561.0,401.3;570.9,438.8;608.4,438.8
23#702.1,578.1;680.9,502.7;619.7,502.7;560.8,509.8;546.7,505.0;570.2,578.1;591.4,507.4;603.2,403.8;605.6,392.0;611.4,341.3;716.3,425.0;685.6,439.1;648.0,408.5;556.1,392.0;549.0,408.5;586.7,420.2
24#687.4,567.3;675.1,486.1;613.6,498.4;564.5,503.3;552.2,518.1;574.3,591.9;591.5,500.9;611.2,400.1;611.2,390.2;623.5,338.6;716.9,436.9;685.0,441.9;650.5,407.4;574.3,387.8;547.2,373.0;589.0,412.3
25#665.5,547.2;678.5,468.7;623.6,494.9;576.5,497.5;568.7,534.1;579.2,604.7;600.1,497.5;615.8,398.1;621.0,387.6;639.3,335.3;725.6,450.4;689.0,445.2;657.6,408.6;584.4,385.0;566.1,343.2;589.6,348.4
26#657.4,521.2;680.0,459.0;634.8,490.1;586.7,498.6;581.0,549.5;581.0,620.2;612.1,495.8;631.9,391.1;631.9,385.5;657.4,334.6;730.9,464.7;694.1,447.7;665.9,408.1;600.8,371.4;589.5,331.8;643.2,320.4
27#660.1,508.8;685.5,454.9;641.1,486.6;596.7,492.9;587.1,550.0;574.5,629.3;618.9,492.9;647.4,388.3;650.6,381.9;676.0,334.4;736.2,480.3;704.5,454.9;679.1,413.6;618.9,369.2;612.5,324.8;653.8,299.5
28#667.3,529.3;696.6,461.1;647.9,490.3;599.2,493.6;586.2,555.2;586.2,633.2;625.1,490.3;660.9,389.7;664.1,386.4;693.3,337.8;742.0,487.1;712.8,444.9;690.1,409.2;634.9,370.2;628.4,318.3;662.5,297.2
29#670.9,549.9;704.5,485.7;652.6,500.9;606.7,500.9;600.6,537.6;597.6,629.3;631.2,500.9;674.0,387.9;674.0,384.8;701.5,332.8;741.2,485.7;741.2,452.0;707.6,406.2;643.4,366.5;641.9,313.0;660.2,306.9
30#670.8,567.0;705.6,497.3;661.2,490.9;616.9,487.8;607.4,541.6;607.4,620.9;639.1,490.9;683.4,386.3;686.6,386.3;708.8,332.4;743.7,446.6;759.5,440.2;715.1,402.2;654.9,370.5;645.4,316.6;666.0,286.5
31#673.5,589.1;703.7,519.8;679.6,489.7;631.3,486.6;610.2,534.9;622.3,613.2;655.5,489.7;691.6,384.2;691.6,384.2;709.7,332.9;751.9,420.3;776.0,420.3;724.8,402.3;661.5,372.1;649.4,314.9;666.0,295.3
32#677.9,605.9;705.4,534.3;694.4,498.5;644.8,495.8;614.5,517.8;636.6,594.9;666.9,498.5;694.4,382.9;694.4,385.6;705.4,333.3;788.0,407.7;782.5,399.4;724.7,391.1;661.4,377.4;644.8,333.3;671.0,309.9
33#683.2,619.1;708.8,550.8;708.8,502.3;657.5,493.8;611.9,508.0;654.7,573.6;683.2,499.5;697.4,391.2;697.4,385.5;700.3,331.3;740.2,348.4;780.1,379.8;731.6,394.0;663.2,385.5;643.3,354.1;674.6,328.5
34#703.4,630.2;722.8,558.1;717.3,502.7;661.8,494.4;617.5,497.1;670.2,555.3;692.3,502.7;697.9,391.8;697.9,389.0;697.9,333.6;747.8,333.6;775.5,366.9;733.9,394.6;661.8,386.3;650.8,372.4;675.7,347.5
35#722.8,634.5;738.8,551.4;722.8,513.0;671.6,503.4;626.8,490.6;681.2,548.2;697.2,506.6;703.6,397.8;703.6,394.6;700.4,340.2;761.2,327.4;770.8,359.4;735.6,394.6;668.4,397.8;658.8,391.4;678.0,372.2
36#744.5,602.7;753.8,531.5;735.2,516.1;685.7,513.0;648.6,491.3;685.7,553.2;710.5,516.1;707.4,404.7;704.3,398.5;701.2,349.0;766.1,324.2;769.2,361.4;738.3,398.5;673.3,407.8;670.2,407.8;682.6,386.1
37#760.3,578.6;763.2,511.9;740.0,520.6;693.5,517.7;664.5,509.0;702.2,564.1;716.7,517.7;713.8,407.5;713.8,407.5;702.2,358.2;771.9,326.3;771.9,366.9;745.8,404.6;679.0,413.3;673.2,439.4;679.0,407.5
38#766.0,559.3;763.4,495.2;747.4,527.2;696.6,524.6;675.3,519.2;704.6,588.6;723.3,527.2;718.0,420.4;715.3,415.1;710.0,364.4;779.4,335.0;774.1,377.7;752.7,412.4;680.6,425.8;675.3,455.1;677.9,425.8
39#775.7,548.1;769.9,504.1;752.3,530.5;702.4,530.5;687.8,548.1;705.4,615.5;725.9,533.4;722.9,430.8;722.9,422.0;714.1,372.2;793.3,348.7;784.5,372.2;758.1,422.0;684.8,436.7;676.0,474.8;696.6,468.9
40#799.2,554.8;765.4,554.8;756.9,529.4;706.0,535.0;686.3,557.6;706.0,625.4;731.5,537.9;723.0,439.0;723.0,430.6;717.3,379.7;793.6,368.4;796.4,405.1;762.5,430.6;683.5,447.5;680.6,492.7;703.2,484.2
41#784.3,578.2;787.0,516.3;760.1,529.8;709.0,537.9;682.1,559.4;714.4,624.0;733.2,532.5;725.1,443.7;722.4,435.6;714.4,384.4;797.8,392.5;800.5,424.8;760.1,430.2;684.8,454.4;684.8,505.6;706.3,489.4
42#789.1,606.2;791.4,537.9;761.8,544.7;707.1,544.7;684.4,556.1;720.8,613.1;734.5,551.6;725.4,451.4;723.1,442.3;715.1,393.3;800.5,417.2;800.5,440.0;761.8,440.0;684.4,462.8;682.1,508.3;704.9,492.4
43#793.0,627.8;793.0,555.5;761.4,555.5;709.5,555.5;689.2,548.8;720.8,609.7;736.6,555.5;723.0,458.4;723.0,447.2;711.7,399.7;799.8,433.6;799.8,451.7;763.7,447.2;686.9,467.5;671.1,505.9;702.7,512.6
44#796.8,644.7;794.6,571.1;762.2,553.8;708.2,558.2;701.7,545.2;712.5,597.1;734.1,558.2;725.5,460.9;723.3,450.1;707.1,412.2;803.3,454.4;801.1,467.4;762.2,454.4;686.5,467.4;658.4,499.8;690.9,502.0
45#797.0,662.3;794.4,595.1;763.4,561.6;709.1,561.6;722.0,546.0;698.8,590.0;737.5,561.6;722.0,463.4;719.5,458.2;703.9,406.5;802.1,473.7;791.8,489.2;760.8,460.8;680.7,468.5;649.7,491.8;667.8,481.4
46#800.4,674.4;784.7,608.8;766.3,566.8;721.7,566.8;706.0,603.6;708.6,608.8;742.7,566.8;721.7,464.5;719.1,456.7;696.8,405.5;805.6,482.9;789.9,490.8;761.0,461.9;679.7,467.2;650.9,475.0;674.5,493.4
47#798.9,678.3;787.2,605.6;766.9,562.1;720.4,567.9;726.2,588.2;708.8,623.1;743.6,562.1;723.3,466.1;720.4,457.4;703.0,410.9;810.5,501.0;793.0,503.9;761.1,466.1;682.6,469.1;659.4,457.4;673.9,428.4
48#791.5,670.9;791.5,597.9;766.3,555.7;724.1,558.5;732.6,581.0;715.7,640.0;743.8,555.7;726.9,468.7;724.1,460.2;707.3,412.5;808.4,516.4;797.2,513.6;766.3,468.7;690.4,468.7;662.3,451.8;670.8,415.3
49#786.7,658.8;791.8,592.1;763.7,553.7;722.7,556.3;740.6,602.4;730.3,635.7;743.2,556.3;735.5,469.1;732.9,461.5;717.5,410.2;814.9,533.2;797.0,512.7;773.9,471.7;697.0,466.6;666.3,453.8;679.1,423.0
50#782.7,634.7;796.2,573.9;771.4,553.7;730.9,558.2;735.4,589.7;737.6,646.0;751.1,555.9;746.6,472.6;742.1,461.3;727.5,415.2;814.2,544.7;811.9,522.1;780.4,474.8;712.8,463.6;674.6,474.8;685.8,441.1
51#786.4,619.2;796.3,554.9;781.5,562.3;734.5,562.3;732.0,601.9;737.0,663.7;754.3,562.3;751.8,468.4;751.8,463.4;738.2,412.7;816.1,540.1;823.5,520.3;788.9,475.8;719.7,465.9;685.1,490.6;692.5,441.2
52#798.6,614.4;803.8,619.6;782.9,564.9;738.6,564.9;730.8,614.4;738.6,676.9;762.1,564.9;756.9,471.1;756.9,463.3;745.2,412.5;827.2,507.6;840.3,499.8;796.0,473.7;720.4,471.1;694.3,491.9;694.3,463.3
53#796.9,627.5;796.9,612.8;791.1,562.8;749.9,562.8;738.1,621.6;738.1,689.2;767.5,562.8;764.6,471.6;761.6,462.8;751.4,414.2;829.3,492.2;855.8,489.2;802.8,471.6;723.4,474.5;708.7,506.9;732.2,515.7
54#798.5,645.6;784.0,607.9;795.6,558.5;752.0,567.2;740.4,625.3;740.4,700.7;772.4,561.4;766.5,468.5;766.5,459.8;757.8,410.5;810.1,433.7;839.1,454.0;804.3,465.6;728.8,474.4;708.5,515.0;696.9,500.5
55#796.9,645.5;782.1,595.4;796.9,557.1;755.6,557.1;738.0,607.2;746.8,674.9;776.3,557.1;767.4,465.8;767.4,459.9;758.6,412.8;808.7,403.9;835.2,427.5;802.8,454.0;732.1,474.6;714.4,512.9;702.6,515.9
56#793.1,653.2;784.3,597.2;799.0,555.9;757.7,555.9;734.1,591.3;748.9,650.3;778.4,555.9;766.6,464.5;766.6,458.6;757.7,414.4;816.7,384.9;822.6,417.3;799.0,452.7;731.2,479.2;716.4,523.5;704.6,532.3
57#798.4,659.8;795.5,596.7;792.7,559.4;758.2,556.5;723.8,570.8;752.5,625.4;778.3,556.5;761.1,467.5;761.1,461.7;749.6,415.8;815.6,390.0;827.1,421.5;795.5,447.4;726.6,481.8;712.3,524.9;703.7,545.0
58#800.9,671.0;800.9,611.1;790.0,559.4;749.1,559.4;716.5,553.9;743.7,602.9;768.2,559.4;751.9,466.8;751.9,461.4;735.5,415.1;819.9,409.6;833.5,431.4;787.3,450.5;716.5,483.1;702.8,537.6;708.3,559.4
59#810.6,694.4;802.4,615.2;788.7,560.6;745.1,560.6;715.0,549.6;745.1,604.3;766.9,560.6;745.1,467.7;742.3,462.3;727.3,417.2;840.6,448.6;827.0,445.9;777.8,451.4;709.6,484.1;701.4,536.0;706.8,566.0
60#812.5,682.1;801.5,615.9;784.9,555.2;740.8,552.4;746.3,591.1;746.3,621.4;762.9,552.4;738.0,466.9;735.3,455.8;722.8,418.6;823.6,447.5;815.3,458.6;771.1,450.3;702.1,477.9;688.3,522.1;699.4,555.2
61#807.8,674.2;802.6,599.0;779.2,541.9;737.7,547.1;750.7,601.6;745.5,624.9;758.5,544.5;735.1,458.9;732.5,451.1;720.9,410.9;818.1,456.3;810.4,466.7;766.3,445.9;698.8,466.7;675.5,513.4;706.6,521.2
62#802.8,646.5;810.5,582.7;769.6,534.1;731.3,541.8;761.9,564.8;761.9,623.5;749.2,539.2;731.3,454.9;731.3,444.7;722.3,405.1;818.1,467.7;805.4,475.4;767.1,447.3;695.5,460.0;664.9,493.3;698.1,490.7
63#811.0,633.4;821.2,567.0;767.6,533.8;729.3,541.5;762.5,574.6;759.9,633.4;749.7,536.4;731.9,449.6;731.9,444.5;730.6,397.2;821.2,475.1;800.8,482.7;767.6,447.0;698.7,452.1;655.3,470.0;696.1,470.0
64#819.6,612.5;832.0,548.2;765.2,526.0;728.1,535.9;757.8,580.4;762.8,642.2;745.5,530.9;735.6,444.4;735.6,437.0;734.3,388.7;822.1,483.9;807.3,486.4;772.7,444.4;703.4,441.9;663.9,439.4;698.5,432.0
65#821.5,581.1;837.9,518.3;775.1,526.5;731.4,534.7;753.3,586.6;764.2,652.1;750.5,529.2;739.6,439.1;742.3,433.7;739.6,384.5;821.5,485.5;816.1,477.3;775.1,441.8;706.8,433.7;671.3,414.5;704.1,384.5
66#820.0,556.0;829.4,490.0;776.0,518.3;735.2,534.0;754.0,587.4;766.6,656.5;757.1,527.7;744.6,433.5;744.6,430.3;747.7,377.0;798.0,499.4;826.2,461.8;779.1,436.6;710.0,427.2;681.8,395.8;703.8,361.3
67#811.7,535.6;825.6,472.7;780.2,514.7;738.3,528.6;745.3,598.5;762.7,668.4;755.8,521.6;748.8,427.3;748.8,427.3;759.3,371.4;829.1,458.7;839.6,444.8;783.7,430.8;717.3,416.8;692.9,381.9;699.9,343.4
68#810.9,529.8;817.3,469.0;778.8,513.8;743.6,529.8;740.4,587.5;750.0,674.0;762.8,520.2;756.4,417.7;756.4,417.7;766.0,369.7;817.3,430.5;842.9,430.5;791.6,424.1;724.4,408.1;698.7,372.9;695.5,334.4
69#814.2,543.5;818.0,481.9;779.0,512.4;742.3,525.2;731.7,575.8;741.7,658.7;762.2,517.2;755.4,416.0;755.4,415.5;762.5,367.1;808.2,413.3;833.9,418.8;789.7,419.8;723.3,409.0;699.0,385.1;698.8,349.5
70#817.5,557.2;818.8,494.9;779.3,510.9;741.0,520.6;723.1,564.0;733.4,643.4;761.7,514.2;754.5,414.3;754.5,413.3;758.9,364.5;799.0,396.1;825.0,407.0;787.8,415.6;722.3,409.8;699.2,397.2;702.0,364.7
