1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#NULL
9#NULL
10#NULL
11#NULL
12#NULL
13#NULL
14#NULL
15#NULL
16#NULL
17#606.4,592.4;613.7,523.5;591.9,516.2;526.6,530.7;508.4,563.4;581.0,628.7;559.2,523.5;530.2,374.7;530.2,382.0;552.0,305.8;573.7,273.1;591.9,331.2;581.0,371.1;483.0,374.7;439.5,374.7;493.9,320.3
18#632.7,643.9;576.5,570.1;562.4,503.3;502.7,524.4;520.2,587.6;583.5,647.4;530.8,513.8;523.8,369.7;520.2,369.7;558.9,306.4;576.5,292.3;590.6,338.0;576.5,369.7;474.5,366.2;446.4,366.2;499.1,324.0
19#596.3,628.5;561.5,558.8;533.6,499.6;470.9,510.0;502.3,576.2;554.5,652.9;498.8,506.5;519.7,370.6;519.7,370.6;561.5,307.9;575.4,311.4;585.9,367.2;568.5,377.6;470.9,360.2;432.6,360.2;446.5,402.0
20#552.2,644.5;479.9,552.5;496.4,500.0;450.4,496.7;460.2,562.4;519.3,644.5;473.4,496.7;512.8,372.0;516.1,368.7;562.0,312.9;581.7,332.6;575.2,378.5;558.7,385.1;466.8,355.5;430.7,355.5;483.2,372.0
21#549.8,591.3;534.4,572.9;488.3,489.9;436.1,480.6;429.9,520.6;466.8,615.9;460.6,486.8;506.8,373.0;509.8,370.0;555.9,317.7;574.4,342.3;574.4,379.2;543.7,391.5;463.7,354.6;426.8,345.4;562.1,320.8
22#472.7,511.7;511.3,504.4;465.5,473.1;424.4,453.7;402.7,511.7;424.4,579.3;443.8,458.6;504.1,371.7;508.9,364.4;542.7,321.0;542.7,436.8;574.1,393.4;542.7,386.2;470.3,349.9;424.4,342.7;571.7,333.0
23#472.6,528.8;538.7,458.2;449.8,474.1;404.2,449.0;431.6,344.2;463.5,503.7;431.6,455.9;499.9,369.3;506.8,357.9;547.8,328.2;563.8,360.1;575.1,410.3;538.7,392.1;458.9,348.8;424.7,341.9;566.0,357.9
24#472.9,547.6;526.0,479.0;433.1,461.3;395.4,434.8;479.5,450.2;464.0,476.8;424.2,448.0;492.8,375.0;503.9,366.2;539.3,335.2;565.8,379.4;552.6,403.8;543.7,406.0;464.0,348.5;422.0,383.9;526.0,372.8
25#471.6,563.2;521.1,489.4;428.2,467.3;392.7,432.7;473.2,453.3;453.5,478.5;417.6,448.1;494.2,374.1;505.4,365.4;546.8,331.6;564.5,397.7;550.0,422.4;540.4,408.8;464.7,344.3;432.0,362.2;513.6,380.1
26#470.3,578.9;516.1,499.7;423.2,473.2;390.1,430.7;466.8,456.4;442.9,480.3;410.9,448.2;495.7,373.2;506.8,364.7;554.3,328.1;563.1,415.9;547.5,440.9;537.0,411.7;465.5,340.0;442.1,340.6;501.1,387.5
27#469.0,594.5;511.2,510.1;418.3,479.2;387.4,428.6;460.5,459.5;432.4,482.0;404.3,448.3;497.1,372.3;508.3,363.9;561.8,324.5;561.8,434.2;544.9,459.5;533.7,414.5;466.2,335.8;452.1,318.9;488.7,394.8
28#471.5,607.1;507.6,522.8;429.3,468.6;399.2,429.4;468.4,474.6;465.4,510.7;414.2,453.5;498.6,369.2;510.6,360.2;564.8,315.0;561.8,453.5;543.7,471.6;537.7,411.4;465.4,327.0;451.9,295.4;486.5,305.9
29#473.7,622.6;499.5,532.3;438.2,464.6;399.5,435.6;470.5,438.8;480.2,583.9;415.7,451.7;506.0,361.4;515.6,354.9;567.2,300.1;564.0,458.1;531.8,464.6;544.7,400.1;470.5,316.2;459.2,288.8;496.3,313.0
30#489.7,637.3;537.1,491.7;452.4,474.8;411.8,447.7;489.7,545.9;486.3,633.9;428.7,461.2;513.4,349.5;520.2,342.7;574.4,288.5;581.1,471.4;550.7,461.2;557.4,393.5;479.5,305.4;467.7,280.0;499.9,319.0
31#493.2,637.2;496.8,551.4;468.2,465.6;414.6,447.8;493.2,537.1;486.1,633.6;443.2,454.9;518.2,340.5;525.4,337.0;566.5,270.8;575.4,497.8;571.8,462.1;564.7,379.9;478.9,301.2;473.6,270.8;502.1,263.7
32#493.1,634.6;546.7,556.0;482.3,452.3;435.9,438.0;500.2,534.6;493.1,627.5;460.9,448.8;521.7,330.8;525.2,330.8;559.2,264.7;582.4,484.5;582.4,423.8;571.7,366.6;482.3,287.9;473.4,271.8;509.1,271.8
