1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#NULL
9#NULL
10#NULL
11#762.7,583.6;756.8,515.5;736.1,450.5;688.7,450.5;623.6,403.1;650.3,471.2;712.4,450.5;709.4,358.7;706.5,338.0;705.0,277.4;756.8,343.9;795.2,373.5;750.9,349.8;668.0,358.7;662.1,409.0;685.8,388.3
12#749.8,566.7;746.9,507.5;726.2,439.5;675.9,436.6;616.8,398.1;637.5,466.1;699.6,439.5;687.7,336.0;684.8,324.2;680.3,272.5;788.3,362.6;785.3,347.9;732.1,324.2;643.4,342.0;622.7,401.1;658.2,398.1
13#726.7,547.8;723.9,468.6;709.7,423.3;658.8,426.2;613.6,403.5;639.0,479.9;684.3,423.3;673.0,321.5;670.1,310.2;668.7,260.7;723.9,313.0;763.5,324.4;718.2,313.0;624.9,327.2;599.4,355.5;653.2,358.3
14#722.5,546.6;716.6,468.8;698.6,427.9;647.6,431.1;604.0,409.2;628.6,484.3;673.3,428.4;663.8,327.2;661.3,315.6;660.6,267.0;719.0,319.7;753.3,331.9;708.2,319.5;617.1,331.5;593.4,360.7;644.4,363.2
15#718.3,545.4;709.4,469.0;687.4,432.4;636.4,435.9;594.4,415.0;618.2,488.7;662.3,433.6;654.5,332.8;652.6,321.0;652.4,273.4;714.1,326.4;743.1,339.5;698.1,326.0;609.3,335.8;587.3,366.0;635.5,368.2
16#714.2,544.2;702.1,469.3;676.2,437.0;625.3,440.8;584.7,420.8;607.8,493.1;651.4,438.8;645.2,338.5;643.8,326.5;644.3,279.7;709.2,333.2;732.8,347.0;688.1,332.6;601.5,340.1;581.3,371.2;626.7,373.2
17#710.0,543.0;694.9,469.5;665.1,441.5;614.1,445.6;575.1,426.5;597.4,497.5;640.4,443.9;636.0,344.2;635.0,331.9;636.2,286.0;704.3,339.9;722.6,354.6;678.1,339.1;593.7,344.4;575.3,376.4;617.8,378.1
18#705.8,541.8;687.6,469.7;654.0,446.1;602.9,450.5;565.5,432.2;587.0,501.9;629.4,449.1;626.8,349.9;626.2,337.3;628.1,292.3;699.4,346.6;712.4,362.1;668.1,345.6;585.9,348.8;569.2,381.6;609.0,383.1
19#701.6,540.7;680.4,469.9;642.8,450.7;591.7,455.4;555.9,438.0;576.7,506.4;618.4,454.2;617.5,355.5;617.5,342.7;619.9,298.7;694.6,353.3;702.2,369.7;658.0,352.1;578.2,353.1;563.2,386.9;600.1,388.0
20#697.4,539.5;673.1,470.1;631.7,455.2;580.5,460.2;546.3,443.8;566.3,510.8;607.4,459.4;608.2,361.2;608.7,348.1;611.8,305.0;689.7,360.0;692.0,377.2;648.0,358.6;570.4,357.4;557.2,392.1;591.2,392.9
21#693.3,538.3;665.9,470.4;620.5,459.8;569.4,465.1;536.6,449.5;555.9,515.2;596.5,464.5;599.0,366.9;599.9,353.6;603.7,311.3;684.8,366.8;681.7,384.8;638.0,365.2;562.6,361.7;551.2,397.3;582.4,397.9
