1#NULL
2#NULL
3#NULL
4#NULL
5#NULL
6#NULL
7#NULL
8#NULL
9#NULL
10#843.3,630.1;825.9,560.4;817.1,502.2;767.7,499.3;695.1,458.6;724.1,531.3;791.0,499.3;791.0,403.4;791.0,391.8;786.6,329.3;828.8,423.8;854.9,429.6;831.7,394.7;753.2,409.2;738.7,438.3;759.0,426.7
11#825.2,619.2;813.7,549.8;796.3,483.4;753.0,486.3;686.6,440.1;706.8,509.4;773.2,486.3;767.4,388.1;764.6,373.6;760.2,317.3;816.6,388.1;862.8,408.3;810.8,376.5;727.0,396.7;729.9,440.1;750.1,425.6
12#803.4,610.0;797.4,526.3;785.4,472.5;734.6,472.5;686.8,448.6;704.7,511.4;758.5,472.5;743.6,370.9;743.6,359.0;736.1,306.7;860.1,406.8;839.2,373.9;788.4,359.0;701.8,379.9;680.8,436.7;713.7,442.7
13#778.8,590.4;784.9,517.3;766.6,465.5;720.9,465.5;675.3,447.3;705.7,526.4;742.3,465.5;733.1,362.0;730.1,349.8;722.5,293.5;791.0,389.4;821.4,355.9;784.9,352.9;687.4,365.1;647.9,386.4;693.5,383.3
14#776.4,587.7;779.3,516.2;756.7,470.9;710.6,471.9;668.1,452.8;692.2,526.1;732.3,471.4;724.0,369.1;721.6,356.9;716.1,301.9;784.7,390.8;810.3,364.2;774.0,360.9;679.4,371.3;645.1,395.5;688.4,391.6
15#774.1,585.0;773.8,515.1;746.9,476.2;700.4,478.2;660.8,458.2;678.8,525.8;722.3,477.2;714.9,376.1;713.1,364.1;709.6,310.4;778.4,392.3;799.2,372.5;763.0,368.8;671.4,377.5;642.2,404.7;683.2,399.9
16#771.8,582.4;768.2,514.0;737.0,481.6;690.1,484.6;653.6,463.7;665.3,525.5;712.3,483.1;705.8,383.2;704.7,371.2;703.2,318.8;772.0,393.8;788.1,380.9;752.1,376.8;663.3,383.7;639.4,413.8;678.1,408.3
17#769.4,579.7;762.7,512.9;727.2,487.0;679.9,490.9;646.4,469.1;651.8,525.3;702.3,488.9;696.7,390.3;696.2,378.3;696.8,327.3;765.7,395.2;777.0,389.2;741.2,384.8;655.3,389.9;636.6,423.0;673.0,416.6
18#767.0,577.0;757.1,511.8;717.3,492.4;669.6,497.2;639.1,474.6;638.3,525.0;692.3,494.8;687.7,397.4;687.7,385.5;690.4,335.7;759.4,396.6;765.9,397.5;730.3,392.8;647.3,396.1;633.7,432.1;667.9,424.9
19#764.7,574.4;751.5,510.7;707.4,497.8;659.4,503.6;631.9,480.0;624.9,524.7;682.3,500.7;678.6,404.4;679.2,392.6;684.0,344.1;753.0,398.1;754.8,405.8;719.3,400.8;639.2,402.3;630.9,441.3;662.8,433.2
20#762.3,571.7;746.0,509.6;697.6,503.1;649.1,509.9;624.6,485.4;611.4,524.4;672.3,506.5;669.5,411.5;670.8,399.8;677.5,352.6;746.7,399.5;743.7,414.2;708.4,408.7;631.2,408.5;628.0,450.4;657.6,441.6
21#760.0,569.0;740.4,508.5;687.7,508.5;638.9,516.3;617.4,490.9;597.9,524.1;662.3,512.4;660.4,418.6;662.3,406.9;671.1,361.0;740.4,401.0;732.6,422.5;697.5,416.7;623.2,414.7;625.2,459.6;652.5,449.9
22#764.4,573.2;729.2,512.5;686.1,508.6;639.1,520.4;676.3,506.7;660.7,545.8;662.6,514.5;660.7,416.6;662.6,406.9;667.5,364.8;746.8,414.7;737.0,432.3;697.8,416.6;619.6,412.7;629.4,453.8;664.6,446.0
23#762.4,569.1;729.2,506.6;680.4,508.6;637.4,524.2;602.2,494.9;621.8,557.4;658.9,516.4;660.8,416.8;664.7,407.0;675.5,367.0;754.6,424.6;737.0,440.2;696.0,418.8;625.7,409.0;631.5,448.1;653.0,450.0
24#744.8,560.3;729.2,493.9;678.4,505.6;629.6,515.4;678.4,492.0;631.5,566.2;658.9,509.6;666.7,415.8;670.6,406.0;687.2,366.0;760.4,435.3;737.0,449.0;701.8,421.7;633.5,404.1;619.8,452.9;668.6,454.9
25#732.1,543.8;728.2,477.4;675.5,493.0;636.4,494.9;628.6,526.2;638.4,582.8;656.0,494.9;677.4,412.9;681.4,405.1;696.0,367.0;765.3,446.1;736.0,455.9;704.8,422.7;650.1,401.2;636.4,438.3;659.9,446.1
26#719.5,526.1;725.4,467.4;678.5,483.1;645.2,485.0;641.3,533.9;643.3,592.6;662.8,485.0;690.2,410.7;694.1,402.9;710.7,364.8;770.4,453.8;739.1,461.6;707.8,424.4;666.7,397.1;670.7,434.2;719.5,455.7
