1#906.8,729.2;931.0,632.1;1032.1,652.3;1044.3,680.6;971.5,793.9;1026.1,880.9;1036.2,664.4;991.7,535.0;991.7,531.0;967.4,462.2;927.0,405.6;979.6,454.1;1011.9,526.9;967.4,539.1;878.4,531.0;825.9,478.4
2#906.8,729.2;931.0,632.1;1032.1,652.3;1044.3,680.6;971.5,793.9;1026.1,880.9;1036.2,664.4;991.7,535.0;991.7,531.0;967.4,462.2;927.0,405.6;979.6,454.1;1011.9,526.9;967.4,539.1;878.4,531.0;825.9,478.4
3#903.9,731.6;911.9,630.9;1012.6,655.1;1028.7,679.3;964.3,796.1;1018.7,878.6;1024.7,667.2;980.4,534.3;984.4,534.3;964.3,461.8;924.0,405.4;984.4,453.7;1004.6,526.2;960.3,538.3;871.7,534.3;823.3,477.9
4#900.2,730.5;902.4,630.9;990.8,641.8;999.9,663.6;930.6,766.9;986.8,852.4;999.4,652.7;956.4,518.6;960.0,518.1;940.5,445.7;902.0,389.9;961.3,437.0;982.2,510.0;934.2,523.1;846.3,519.5;804.1,462.9
5#896.5,729.5;892.9,630.8;969.0,628.5;971.0,647.8;896.9,737.7;954.9,826.3;974.1,638.2;932.4,502.9;935.6,502.0;916.8,429.5;880.0,374.5;938.3,420.3;959.9,493.7;908.1,507.9;821.0,504.7;785.0,447.8
6#892.8,728.4;883.4,630.8;947.1,615.2;942.2,632.1;863.1,708.4;922.9,800.1;948.8,623.6;908.3,487.2;911.1,485.8;893.0,413.4;858.0,359.0;915.2,403.7;937.5,477.5;882.1,492.7;795.6,489.9;765.8,432.8
7#889.1,727.3;873.9,630.7;925.3,601.9;913.3,616.4;829.4,679.2;891.0,773.9;923.5,609.1;884.3,471.5;886.7,469.7;869.2,397.2;836.0,343.5;892.1,387.0;915.1,461.2;856.0,477.5;770.3,475.1;746.7,417.8
8#885.4,726.2;864.4,630.7;903.5,588.6;884.5,600.6;795.7,650.0;859.1,747.8;898.2,594.6;860.3,455.8;862.3,453.5;845.4,381.1;814.0,328.0;869.0,370.3;892.8,445.0;829.9,462.3;744.9,460.3;727.5,402.8
9#881.6,725.2;855.0,630.7;881.7,575.2;855.6,584.9;762.0,620.8;827.2,721.6;873.0,580.1;836.3,440.1;837.9,437.4;821.7,365.0;792.0,312.6;846.0,353.6;870.4,428.7;803.8,447.1;719.5,445.5;708.3,387.7
10#877.9,724.1;845.5,630.6;859.9,561.9;826.8,569.2;728.3,591.6;795.3,695.4;847.7,565.6;812.3,424.4;813.5,421.2;797.9,348.8;770.0,297.1;822.9,336.9;848.0,412.5;777.7,431.9;694.2,430.7;689.2,372.7
11#874.2,723.0;836.0,630.6;838.0,548.6;797.9,553.5;694.5,562.3;763.3,669.2;822.4,551.0;788.2,408.7;789.0,405.1;774.1,332.7;748.0,281.6;799.8,320.3;825.6,396.2;751.7,416.7;668.8,415.9;670.0,357.7
12#870.5,722.0;826.5,630.5;816.2,535.3;769.0,537.7;660.8,533.1;731.4,643.1;797.1,536.5;764.2,393.0;764.6,388.9;750.4,316.5;726.0,266.2;776.8,303.6;803.3,380.0;725.6,401.5;643.5,401.1;650.9,342.6
13#866.8,720.9;817.0,630.5;794.4,522.0;740.2,522.0;627.1,503.9;699.5,616.9;771.8,522.0;740.2,377.3;740.2,372.8;726.6,300.4;704.0,250.7;753.7,286.9;780.9,363.7;699.5,386.3;618.1,386.3;631.7,327.6
14#851.1,715.0;815.3,621.0;766.0,518.1;712.3,513.7;600.5,473.4;631.8,585.2;743.7,518.1;703.4,370.5;707.9,374.9;698.9,289.9;674.3,242.9;716.8,285.4;748.1,361.5;667.6,379.4;600.5,361.5;596.0,289.9
